Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Set up maintenance requests in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-maintenance-asset-management/,8,76,370,63.64%,44,14,14,,8.485555556,13.39824561,70,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Set up Microsoft Intune,https://docs.microsoft.com/en-us/learn/modules/set-up-microsoft-intune/,11,"8,176","90,482",88.61%,"7,107","3,143","3,779",10,524.4436111,7.706739326,39,4.825581395,172,,,mem;m365,administrator,beginner,erikre,Erikre
Set up number series and trail codes in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/number-series-trail-codes-dynamics-365-business-central/,6,"1,375","7,890",37.90%,"1,201",227,202,,165.0122222,14.4536253,42,4.666666667,12,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,kschimke
Set up payment reconciliation journals in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/reconciliation-journals-dynamics-365-business-central/,5,429,"2,096",52.38%,336,88,73,,45.38916667,12.72593458,32,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up Phone System for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-calling-setup-phone-system/,6,"3,311","30,353",92.65%,"3,121","1,437","1,794",1,172.7211111,6.276963456,24,4.884615385,52,,,office-teams;m365,administrator,advanced,teleary,temanteleary
Set up posting groups in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/posting-groups-dynamics-365-business-central/,7,"1,329","9,154",40.55%,"1,094",221,206,,231.2930556,20.96311682,49,4.333333333,9,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up purchase prices and discounts in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-prices-discounts-dynamics-365-business-central/,6,778,"4,136",42.49%,547,116,115,,74.56972222,11.53140034,36,5,5,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up put-away templates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/put-away-templates/,7,140,856,64.44%,90,29,30,,8.836388889,7.574047619,29,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up responsibility centers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-responsibility-centers/,7,144,734,48.78%,82,20,19,,18.5075,15.42291667,38,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up returns management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/setup-returns-management-dynamics-365-business-central/,5,462,"2,500",48.44%,384,93,84,,39.07,10.14805195,26,4,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up rules and take action on telemetry data in Azure IoT Central,https://docs.microsoft.com/en-us/learn/modules/set-up-rules-take-actions-telemetry-data-azure-iot-central/,7,687,"6,350",73.76%,565,208,227,2,144.8186111,25.33270165,46,4.454545455,11,,,azure-iot;azure-iot-central;azure-maps,developer,beginner,cahowd,PeterTurcan
Set up SharePoint Syntex,https://docs.microsoft.com/en-us/learn/modules/syntex-setup/,5,209,822,52.31%,131,34,36,,9.103333333,5.251923077,13,,,,,m365,administrator;business-user,beginner,teleary,temanteleary
Set up tenant attach using Microsoft Endpoint Configuration Manager,https://docs.microsoft.com/en-us/learn/modules/endpoint-manager/setup-tenant-attach-using-configuration-manager/,10,,,,,,40,,,,29,,,,,m365;mem,administrator,beginner,erikre,Erikre
Set up the Altair emulator and Azure Sphere,https://docs.microsoft.com/en-us/learn/modules/altair-azure-sphere-setup/,6,48,332,73.68%,38,14,15,1,4.521666667,11.30416667,21,5,1,,,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,developer;student,beginner,chnoring,gloveboxes
Set up the chart of accounts in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/chart-accounts-dynamics-365-business-central/,5,"1,248","6,632",42.54%,980,208,191,1,193.1697222,18.63373526,41,4.7,10,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up the Rust development environment,https://docs.microsoft.com/en-us/learn/modules/rust-set-up-environment/,6,"1,395","8,112",51.42%,"1,133",290,278,,105.005,9.091341991,16,4.833333333,36,,,vs-code;azure,student;developer,beginner,chnoring,GitHubber17
Set up time sheets in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-timesheets/,7,196,"1,096",53.23%,124,33,34,,15.73722222,9.635034014,31,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up Trade in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/trade-set-up-dynamics-365-business-central/,6,630,"3,938",48.80%,502,122,120,,81.43055556,15.55997877,41,5,6,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up VAT in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-vat-dynamics-365-business-central/,8,468,"2,290",14.46%,332,24,23,,48.82416667,12.51901709,56,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up versioned products in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/set-up-versioned-products-engineering-change-management/,13,108,768,48.15%,54,13,13,,8.694722222,9.660802469,69,5,1,,,dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Set up work orders in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-work-orders-asset-management/,18,116,880,40.00%,70,14,15,,13.14,13.59310345,119,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Set up XBRL reports in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/xbrl-reports-dynamics-365-business-central/,7,208,866,32.73%,110,18,17,,11.29833333,6.518269231,46,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up your Python beginner development environment with Visual Studio Code,https://docs.microsoft.com/en-us/learn/modules/python-install-vscode/,8,"29,086","149,468",23.55%,"19,611","2,309","1,658",20,1679.120278,6.930399441,28,4.808988764,267,,,vs-code,developer;student,beginner,chnoring,bobtabor-msft
Set up zones and bins in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-zones-bins/,7,248,"1,372",46.07%,178,41,38,,20.18416667,9.766532258,48,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Settle competing commits by using merge conflict resolution on GitHub,https://docs.microsoft.com/en-us/learn/modules/resolve-merge-conflicts-github/,5,"2,054","11,108",84.61%,"1,785",753,803,1,96.47222222,5.658194852,52,4.769230769,39,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Shape data in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/modules/shape-data/,7,883,"5,882",60.00%,673,201,210,,121.3972222,16.59187547,58,4.583333333,12,,,power-platform;power-apps,business-user;maker;functional-consultant,intermediate,dbeasley,DaveBeasley
Share cloud resources,https://docs.microsoft.com/en-us/learn/modules/cmu-share-cloud-resources/,9,515,"3,048",29.82%,437,65,65,,56.8525,13.2729572,54,4.3,10,,,azure,developer;student,beginner,chnoring,softchris
Share knowledge within teams,https://docs.microsoft.com/en-us/learn/modules/share-knowledge-within-teams/,7,4,18,0.00%,2,0,,,0.886666667,26.6,17,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Share Power Automate buttons,https://docs.microsoft.com/en-us/learn/modules/share-buttons/,10,959,"8,818",75.73%,825,312,325,,108.8788889,13.63827418,50,5,7,,,power-automate;power-platform,functional-consultant;maker;business-user,intermediate,dbeasley,DaveBeasley
Share your location as a text message using Azure Functions and Twilio,https://docs.microsoft.com/en-us/learn/modules/send-location-over-sms-using-azure-functions-twilio/,11,131,342,13.04%,47,3,3,,10.64694444,9.827948718,69,,,,,azure;vs;azure-functions;azure-portal,developer,intermediate,chnoring,jimbobbennett
Ship and invoice items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/ship-invoice-items-dynamics-365-business-central/,7,580,"3,624",47.98%,446,107,82,,71.52944444,14.7991954,50,5,1,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Ship assemble-to-order items from the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/ship-assemble-to-order-items/,5,100,462,76.47%,68,26,23,,7.301388889,8.761666667,21,4.5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Ship cross-docked items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/ship-cross-docked-items/,5,94,450,64.71%,68,22,21,,6.273333333,8.008510638,16,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Show a user's emails in a JavaScript app with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-show-user-emails/,9,279,"1,350",24.21%,191,23,18,1,13.18861111,5.692925659,26,,,,,m365;ms-graph,developer,intermediate,wmastyka,waldekmastykarz
Show a user's emails in an ASP.NET Core app with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-dotnet-core-show-user-emails/,9,212,"1,166",33.33%,144,24,26,,15.48111111,8.762893082,40,5,1,,,m365;ms-graph;dotnet-core,developer,intermediate,dwahlin,DanWahlin
Sign in users with Azure Active Directory in a Java web app,https://docs.microsoft.com/en-us/learn/modules/azure-java-app-enable-authentication-authorization/,9,997,"6,186",17.38%,658,57,67,,121.3380556,14.64845741,37,5,5,,,azure;msal-java,developer,beginner,nacanuma,navyasric
Simple cloud-based machine learning,https://docs.microsoft.com/en-us/learn/modules/simple-cloud-based-machine-learning/,4,2,2,NaN,0,0,,,0.000833333,0.05,20,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Simplify cloud procurement and governance with Azure Marketplace,https://docs.microsoft.com/en-us/learn/modules/simplify-cloud-procurement-governance-azure-marketplace/,6,557,"1,554",30.21%,192,29,32,2,24.99027778,5.393585132,31,5,1,,,azure;azure-marketplace,business-owner;technology-manager;administrator;developer,beginner,maevan,MarlEva
Simplify device management with Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/simplify-device-management-with-microsoft-endpoint-manager/,8,"13,144","120,534",82.87%,"12,064","4,984","5,707",6,1558.888056,14.26029629,27,4.839506173,243,,,m365;office-365,business-owner;business-user;student,beginner,dahans,wwlpublish
Simulate mouse and keyboard actions by using Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-mouse-keyboard/,5,"1,660","4,836",21.56%,875,94,95,,91.00805556,6.594786634,26,4.4,5,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Simulate mouse and keyboard actions by using WinAutomation,https://docs.microsoft.com/en-us/learn/modules/mouse-keyboard/,5,264,782,29.58%,142,21,22,,4.898611111,2.226641414,50,4,1,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Solution Architect series: Evaluate Power Platform analytics and AI,https://docs.microsoft.com/en-us/learn/modules/architect-analytics/,9,608,"3,380",51.61%,373,96,93,,82.43944444,16.32464246,41,5,2,,,power-apps;power-automate;power-platform;power-virtual-agents;ai-builder;power-bi;power-query;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Explore Power Apps architecture,https://docs.microsoft.com/en-us/learn/modules/power-apps-architecture/,9,917,"5,798",45.14%,641,144,145,,140.1325,18.39814004,40,5,4,,,power-apps;power-platform;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution architect series: Explore Power Virtual Agents,https://docs.microsoft.com/en-us/learn/modules/architect-power-virtual-agents/,8,529,"3,300",54.00%,401,108,110,,93.0425,21.14602273,46,5,2,,,power-platform;power-virtual-agents;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution architect series: Explore robotic process automation,https://docs.microsoft.com/en-us/learn/modules/robotic-process-automation/,7,627,"3,092",51.42%,425,109,116,,66.35916667,12.72060703,27,4.666666667,3,,,power-platform;power-automate,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Implement integrations with Power Platform,https://docs.microsoft.com/en-us/learn/modules/integrations/,6,450,"2,294",56.02%,334,93,90,,59.82777778,16.02529762,27,5,2,,,power-platform;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Implement project governance for Power Platform and Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/project-governannce/,7,887,"4,946",45.26%,763,172,169,,93.39888889,12.6785822,28,5,3,,,power-platform;dynamics-365;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution architect series: Model data for Power Platform solutions,https://docs.microsoft.com/en-us/learn/modules/data-modeling/,8,634,"3,488",52.63%,420,110,108,1,99.04333333,18.8056962,31,5,4,,,power-platform;common-data-service;dynamics-customer-engagement,solution-architect,intermediate;advanced,dbeasley,DaveBeasley
Solution architect series: Model security for Power Platform solutions,https://docs.microsoft.com/en-us/learn/modules/model-security/,7,451,"2,668",55.88%,341,95,91,,108.5019444,28.93385185,42,5,2,,,power-platform;common-data-service;dynamics-365,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Plan application lifecycle management for Power Platform,https://docs.microsoft.com/en-us/learn/modules/application-lifecycle-management-architect/,8,546,"3,108",44.23%,418,92,92,,81.68694444,18.01917892,39,5,3,,,power-platform;common-data-service,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Power Platform architecture,https://docs.microsoft.com/en-us/learn/modules/power-platform-architecture/,9,"1,309","8,344",40.24%,859,171,161,,250.1647222,23.09212821,49,5,1,,,power-apps;power-automate;power-platform;power-virtual-agents;ai-builder,solution-architect,advanced,dbeasley,DaveBeasley
Solution Architect series: Testing and go-live,https://docs.microsoft.com/en-us/learn/modules/project-test-process/,6,423,"2,074",62.50%,305,95,94,,33.58888889,9.551342812,22,5,3,,,power-apps;power-automate;power-platform;power-virtual-agents;ai-builder,solution-architect,advanced,dbeasley,DaveBeasley
Solve a job shop scheduling optimization problem by using Azure Quantum,https://docs.microsoft.com/en-us/learn/modules/solve-job-shop-optimization-azure-quantum/,12,324,"2,102",35.71%,196,35,39,,30.70666667,11.37283951,50,5,3,,,azure-quantum,developer,intermediate,anraman,anraman
Solve graph coloring problems by using Grover's search,https://docs.microsoft.com/en-us/learn/modules/solve-graph-coloring-problems-grovers-search/,9,595,"2,898",20.34%,357,36,40,,66.97472222,13.57595721,154,4.333333333,3,,,qdk;azure-quantum,developer,intermediate,mamykhai,tcNickolas
Solve optimization problems by using quantum-inspired optimization,https://docs.microsoft.com/en-us/learn/modules/solve-quantum-inspired-optimization-problems/,7,520,"2,278",24.49%,296,36,36,2,41.99333333,9.728185328,40,5,1,,,azure-quantum,developer,intermediate,kitty,KittyYeungQ
Sort and filter results in T-SQL,https://docs.microsoft.com/en-us/learn/modules/sort-filter-queries/,9,"2,811","24,240",67.98%,"2,195",741,848,3,363.7505556,15.55597529,57,4.770114943,87,,,sql-server;azure-sql-managed-instance;azure-sqlserver-vm;azure-sql-virtual-machines,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,beginner,kadelane,wwlpublish
Spark architecture fundamentals,https://docs.microsoft.com/en-us/learn/modules/spark-architecture-fundamentals/,5,"3,292","19,474",61.76%,"2,735",840,836,1,486.3769444,17.79427846,33,4.5,32,,,azure-databricks,data-engineer,intermediate,b-dstrodtman,b-dstrod
SQL Server Discovery using the Microsoft Assessment and Planning (MAP) toolkit,https://docs.microsoft.com/en-us/learn/modules/sql-server-discovery-using-map/,7,848,"2,746",16.50%,402,33,34,,65.53333333,9.295508274,43,5,1,17,14,sql-server,administrator,beginner,markohot,markohot
Stage a web app deployment for testing and rollback by using App Service deployment slots,https://docs.microsoft.com/en-us/learn/modules/stage-deploy-app-service-deployment-slots/,6,"4,610","26,827",71.33%,"3,592","1,284","1,389",2,563.2372222,14.71233493,44,4.65,60,,,azure;dotnet;aspnet-core;dotnet-core,developer,beginner,nickwalk,nickwalkmsft
Start and configure Microsoft Teams Rooms,https://docs.microsoft.com/en-us/learn/modules/m365-teams-rooms-start-configure/,7,688,"4,088",64.39%,557,179,184,,36.45194444,6.376433431,51,4.25,8,,,m365;office-teams,administrator;student,intermediate,teleary,temanteleary
Start the machine learning lifecycle with MLOps,https://docs.microsoft.com/en-us/learn/modules/start-ml-lifecycle-mlops/,7,"1,004","3,976",22.06%,545,60,56,,83.00666667,9.940918164,30,4.5,4,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,rawortma,RWortmanMorris
Start your free Dynamics 365 Business Central trial,https://docs.microsoft.com/en-us/learn/modules/trial-dynamics-365-business-central/,8,"6,360","40,100",23.01%,"5,547",638,533,1,490.1333333,9.265280403,54,4.723404255,47,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner,kschimke,KevSch
Staying connected with remote learning through Microsoft Teams and Office 365,https://docs.microsoft.com/en-us/learn/modules/staying-connected-remote-learning-microsoft-teams-office-365/,13,270,"2,298",62.82%,156,49,54,2,11.47388889,5.099506173,49,4.888888889,9,,,office-teams;office-365;office-onenote,k-12-educator;school-leader,beginner,abdewees,mec-sa
Storage and network virtualization,https://docs.microsoft.com/en-us/learn/modules/cmu-storage-network-virtualization/,7,238,"1,104",63.64%,132,42,39,,15.07527778,7.600980392,54,4.5,2,,,azure,developer;student,beginner,chnoring,softchris
Store and access graph data in Azure Cosmos DB with the Graph API,https://docs.microsoft.com/en-us/learn/modules/store-access-data-cosmos-graph-api/,8,988,"5,088",59.93%,544,163,179,,89.5675,10.87864372,42,5,4,95,90,azure;azure-cosmos-db,developer,beginner,robmcm,rmcmurray
Store and Access NoSQL Data with Azure Cosmos DB and the Table API,https://docs.microsoft.com/en-us/learn/modules/store-access-data-cosmos-table-api/,4,598,"2,304",68.63%,408,140,146,,43.21472222,8.671850613,29,5,3,61,56,azure;azure-storage;azure-cosmos-db,developer,beginner,robmcm,rmcmurray
Store and apply operations on list data in F#,https://docs.microsoft.com/en-us/learn/modules/fsharp-lists/,7,302,"1,790",43.10%,232,50,59,,51.42444444,20.43355408,22,4.75,4,,,dotnet,developer;student,beginner,chnoring,softchris
Store and iterate through sequences of data using Arrays and the foreach statement in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-arrays/,7,"5,529","42,985",67.55%,"4,636","1,555","1,679",3,905.5586111,19.70033237,39,4.8875,160,,,dotnet,developer;student,beginner,rotabor,bobtabor-msft
Store and retrieve data by using F#,https://docs.microsoft.com/en-us/learn/modules/fsharp-first-program/,7,665,"3,758",40.00%,511,102,108,,52.54222222,9.495582329,18,4.769230769,13,,,dotnet,developer;student,beginner,chnoring,softchris
Store and retrieve data using literal and variable values in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-literals-variables/,9,"12,517","115,637",59.10%,"10,844","3,188","3,249",11,2535.611944,24.36916813,26,4.879712747,557,,,dotnet,developer;student,beginner,rotabor,bobtabor-msft
Store and share files in your app with Azure Files,https://docs.microsoft.com/en-us/learn/modules/store-and-share-with-azure-files/,7,"26,828","233,860",82.20%,"24,478","10,039","11,621",22,4421.105833,19.90741839,51,4.685121107,578,"6,156","4,887",azure;azure-files;azure-storage,solution-architect;administrator,beginner,jaboes,jboeshart
Store application data with Azure Blob storage,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage/,8,"9,704","110,433",40.85%,"8,598","1,751","1,899",1,1718.659722,21.36307921,50,4.619047619,105,"3,240","2,551",azure;azure-storage,developer,beginner,nickwalk,nickwalkmsft
Store local data with SQLite in a Xamarin.Forms app,https://docs.microsoft.com/en-us/learn/modules/store-local-data-with-sqlite/,7,"1,060","5,956",22.63%,762,86,80,1,174.2791667,19.80445076,61,5,9,,,xamarin;dotnet;vs,developer,intermediate,adpatrid,patridge
Stream internet-of-things (IoT) data to a cloud-native app with IoT Central,https://docs.microsoft.com/en-us/learn/modules/cna-stream-iot-data/,7,173,718,57.14%,84,24,28,,4.153611111,2.897868217,47,,,,,azure;azure-iot-central,administrator;developer;solution-architect;student,intermediate,jasdeb,mpolicht
Strengthen your security posture with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/m365-strengthen-your-security-posture/,7,616,"4,364",72.02%,487,175,193,1,95.44305556,18.65336591,22,4.818181818,11,,,m365;m365-security-center;m365-threat-protection,security-operations-analyst;security-engineer;administrator,beginner,beccarobins,beccarobins
Structure analytical report designs in Power BI,https://docs.microsoft.com/en-us/learn/modules/power-bi-effective-structure/,5,"1,574","7,770",50.46%,"1,315",331,319,2,198.0152778,15.15423044,21,4.875,24,,,power-platform;power-bi,business-user;business-analyst;data-analyst,intermediate,robde,heyrob
"Structure Teams through channels, tabs, files, and apps",https://docs.microsoft.com/en-us/learn/modules/structure-teams-channels-tabs-files-apps/,10,529,"3,870",50.92%,436,111,117,3,16.8,3.818181818,60,4.9375,16,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Structure your Bicep code for collaboration,https://docs.microsoft.com/en-us/learn/modules/structure-bicep-code-collaboration/,8,501,"2,404",34.19%,310,53,60,,70.13805556,16.83313333,45,5,2,,,azure-resource-manager,devops-engineer;developer;administrator,intermediate,dapazd,pazdedav
Structure your Git Repo,https://docs.microsoft.com/en-us/learn/modules/structure-your-git-repo/,5,4,8,NaN,0,0,1,,0.005277778,0.158333333,11,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Student and school success - Education Transformation Framework,https://docs.microsoft.com/en-us/learn/modules/student-school-success-education-transformation-framework/,6,100,586,79.49%,78,31,34,1,5.005833333,6.007,58,5,4,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Successful interviewing,https://docs.microsoft.com/en-us/learn/modules/career-interview/,9,518,"2,826",35.63%,348,62,46,1,37.44916667,8.675482625,30,4.75,8,,,vs,developer,beginner,chnoring,softchris
Suggest vendor payments in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/suggest-vendor-payments-dynamics-365-business-central/,6,608,"2,900",36.33%,492,89,82,,49.92944444,9.887018702,35,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Supervised learning: Regression,https://docs.microsoft.com/en-us/learn/modules/supervised-learning-regression/,6,16,24,0.00%,12,0,,,0.106111111,0.795833333,80,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Support concurrency in Blob storage apps with ETags and blob leases,https://docs.microsoft.com/en-us/learn/modules/support-concurrency-blob-storage/,8,138,428,29.17%,48,7,5,,11.45111111,9.957487923,50,,,3,3,azure;azure-storage,developer,beginner,nickwalk,nickwalkmsft
Support data classification with private and hybrid clouds,https://docs.microsoft.com/en-us/learn/modules/support-hybrid-clouds/,7,102,394,66.67%,42,14,15,,6.523611111,7.674836601,20,,,,,azure;azure-stack-hub;azure-stack-edge,business-user,beginner,micrum,Adriamen
Support reading fluency practice with Reading Progress,https://docs.microsoft.com/en-us/learn/modules/support-reading-fluency-practice-with-reading-progress/,9,114,742,63.16%,76,24,24,1,6.318333333,6.650877193,33,5,2,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Survey the Components of Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/survey-components-of-azure-synapse-analytics/,12,"3,404","40,588",59.97%,"2,972",887,919,1,955.9777778,33.94003945,65,4.366666667,30,,,azure-synapse-analytics,data-engineer,beginner,chtestao,wwlpublish
Survey the services on the Azure Data platform,https://docs.microsoft.com/en-us/learn/modules/survey-the-azure-data-platform/,11,"8,809","89,346",50.04%,"7,744","1,932","1,876",11,3073.295833,42.22526906,58,4.82781457,151,,,azure;azure-storage,data-engineer,beginner,chtestao,ctesta-oneillmsft
Synchronization actions in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/sync-actions/,5,100,446,87.88%,66,29,30,,1.296666667,1.556,24,,,,,power-platform;power-automate,maker;developer;functional-consultant,intermediate,marleon,mariosleon
Take your first steps with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-first-steps/,7,"6,770","31,246",21.31%,"6,190",659,540,12,658.8652778,11.70969096,37,4.807017544,57,,,power-platform;power-automate,maker;business-user;developer;functional-consultant,beginner,marleon,mariosleon
Take your first steps with WinAutomation,https://docs.microsoft.com/en-us/learn/modules/first-steps-winautomation/,8,188,"1,280",65.67%,134,44,42,1,17.54111111,11.1964539,36,4.75,4,,,power-platform;power-automate,maker;business-user;developer;functional-consultant,beginner,marleon,mariosleon
Task-oriented interactions in Microsoft Teams with messaging extensions,https://docs.microsoft.com/en-us/learn/modules/msteams-messaging-extensions/,8,"1,039","6,602",45.90%,737,168,174,1,125.76,14.59497099,84,4.2,5,,,m365;office-teams,developer,intermediate,suzanz,andrewconnell-msft
Teach AP Computer Science Principles with the Microsoft MakeCode curriculum,https://docs.microsoft.com/en-us/learn/modules/teach-ap-computer-science-principles-makecode/,11,144,860,55.00%,80,22,24,3,3.354166667,2.795138889,39,5,1,,,makecode,k-12-educator;school-leader,intermediate,abdewees,mec-sa
"Teach forward: Best strategies for hybrid, remote, and blended learning",https://docs.microsoft.com/en-us/learn/modules/teach-forward-best-strategies-hybrid-remote-blended-learning/,11,429,"3,798",74.31%,289,107,107,,23.68666667,6.641121495,59,4.727272727,11,,,office-365;windows,k-12-educator;school-leader,beginner,abdewees,mec-sa
Teaching and learning - Education Transformation Framework,https://docs.microsoft.com/en-us/learn/modules/teaching-learning-education-transformation-framework/,7,126,824,75.00%,80,30,32,1,8.961944444,8.535185185,60,5,3,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Teams en acción… Integrando recursos didácticos desarrollados con Office 365. Webinars Enseñanza Moderna 6/6,https://docs.microsoft.com/en-us/learn/modules/teams-integrando-recursos-didacticos-webinar-6/,15,2,4,NaN,0,0,,,0.007777778,0.466666667,70,,,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
"Tendencias en tecnología en la vida cotidiana, la educación y el entretenimiento. Ciclo Webinars Fundación Evolución",https://docs.microsoft.com/en-us/learn/modules/tendencias-tecnologia/,14,4,78,100.00%,4,2,2,,0.121666667,3.65,59,5,2,,,office-365;windows,k-12-educator,beginner,abdewees,mec-sa
Test and optimize SQL Server databases using the Data Experimentation Assistant (DEA),https://docs.microsoft.com/en-us/learn/modules/test-optimize-sql-server-databases-using-dea/,9,410,"2,112",48.80%,250,61,69,,30.09472222,8.808211382,42,,,29,17,sql-server,administrator,beginner,markohot,wwlpublish
Test Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/modules/test-azure-cognitive-services/,7,2,2,NaN,0,0,,,0.001944444,0.116666667,35,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
