Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Connect your on-premises network to Azure with VPN Gateway,https://docs.microsoft.com/en-us/learn/modules/connect-on-premises-network-with-vpn-gateway/,5,"9,498","51,595",26.90%,"8,715","2,344","2,018",8,2909.599722,18.38028883,39,4.638418079,177,"2,700","2,132",azure;azure-virtual-network;azure-vpn-gateway,solution-architect;administrator,beginner
Understand the evolving world of data,https://docs.microsoft.com/en-us/learn/modules/evolving-world-of-data/,6,"8,192","51,119",43.75%,"7,638","3,342","2,696",25,2539.298889,18.59838053,28,4.721393035,201,,,azure,data-engineer,beginner
Secure your Azure resources with Azure role-based access control (Azure RBAC),https://docs.microsoft.com/en-us/learn/modules/secure-azure-resources-with-rbac/,8,"6,030","50,726",64.16%,"5,296","3,398","3,619",14,1999.756944,19.89807905,37,4.726190476,168,,,azure;azure-portal;azure-active-directory;azure-rbac,administrator;solution-architect;security-engineer,beginner
Create Azure users and groups in Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,8,"6,987","50,480",52.37%,"5,734","3,003","3,125",13,2064.605278,17.72954296,41,4.72972973,185,"3,035","2,291",azure;azure-active-directory,administrator,beginner
Deploy Azure infrastructure by using JSON ARM templates,https://docs.microsoft.com/en-us/learn/modules/create-azure-resource-manager-template-vs-code/,7,"6,717","49,447",58.30%,"5,638","3,287","3,583",27,2398.452222,21.42431641,43,4.74742268,194,"2,657","2,223",azure;vs-code;azure-resource-manager;azure-storage-accounts,administrator;developer;solution-architect,beginner
Store application data with Azure Blob storage,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage/,8,"4,293","49,059",33.83%,"3,633","1,229","1,349",,1525.661389,21.32301033,50,4.642857143,84,"2,785","2,104",azure;azure-storage,developer,beginner
Create dashboards in Power BI,https://docs.microsoft.com/en-us/learn/modules/create-dashboards-power-bi/,11,"5,820","47,693",48.34%,"4,559","2,204","2,228",15,1772.966667,18.27800687,68,4.764367816,174,,,power-bi;power-platform,data-analyst,intermediate
Survey the services on the Azure Data platform,https://docs.microsoft.com/en-us/learn/modules/survey-the-azure-data-platform/,11,"4,863","47,654",48.22%,"4,297","2,072","2,015",12,3157.071389,38.95214545,58,4.697986577,149,,,azure;azure-storage,data-engineer,beginner
Configure Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/configure-azure-active-directory/,9,"5,455","47,515",54.20%,"5,172","2,803","2,767",11,2003.973333,22.04186984,27,4.737226277,137,,,azure,administrator,intermediate
Perform advanced analytics in Power BI ,https://docs.microsoft.com/en-us/learn/modules/perform-analytics-power-bi/,12,"5,846","46,627",32.28%,"5,267","1,700","1,662",27,2293.861944,23.54288687,51,4.653465347,101,,,power-bi;power-platform,data-analyst,intermediate
Describe the compliance management capabilities in Microsoft,https://docs.microsoft.com/en-us/learn/modules/describe-compliance-management-capabilities-microsoft/,9,"4,829","45,851",72.26%,"4,344","3,139","3,100",13,1341.05,16.662456,30,4.779661017,118,,,azure;m365,business-user;student,beginner
Build a web app with Blazor,https://docs.microsoft.com/en-us/learn/modules/build-blazor-webassembly-visual-studio-code/,8,"7,633","44,997",25.08%,"5,184","1,300",651,12,1598.933889,12.56858815,47,4.722627737,137,,,azure;dotnet;aspnet-core;dotnet-core;dotnet-standard,developer,beginner
Get started with Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/get-started-financial-management-dyn365-finance/,16,"4,015","44,589",38.62%,"3,270","1,263","1,026",10,1811.428333,27.06991283,88,4.689655172,87,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant;business-user,beginner
Build more complex flows with Power Automate,https://docs.microsoft.com/en-us/learn/modules/build-more-flows/,15,"5,848","44,485",31.99%,"3,935","1,259","1,270",5,1955.563333,20.06391929,96,4.772727273,66,,,power-platform;power-automate,business-user;maker;functional-consultant,beginner
Execute an Azure Function with triggers,https://docs.microsoft.com/en-us/learn/modules/execute-azure-function-with-triggers/,9,"5,201","44,300",36.97%,"3,976","1,470","1,660",4,1897.409167,21.88897327,83,4.723880597,134,"2,559","2,098",azure;azure-functions;azure-portal,developer;student,beginner
Explore provisioning and deploying non-relational data services in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-provision-deploy-non-relational-data-services-azure/,9,"4,776","44,204",56.09%,"4,516","2,533","2,695",5,2078.209444,26.10815885,57,4.768786127,173,"1,657","1,317",azure,administrator;business-user;data-engineer,beginner
Introduction to SQL Server on Linux,https://docs.microsoft.com/en-us/learn/modules/introduction-sql-server-linux/,6,"5,807","44,153",73.42%,"4,756","3,492","3,752",64,924.7691667,9.555045635,26,4.799307958,289,,,sql-server,administrator,beginner
Data integration with Azure Data Factory,https://docs.microsoft.com/en-us/learn/modules/data-integration-azure-data-factory/,13,"4,203","42,780",40.75%,"3,502","1,427","1,340",9,2171.681111,31.00187168,62,4.452054795,73,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,beginner
Publish and share in Power BI,https://docs.microsoft.com/en-us/learn/modules/publish-share-power-bi/,11,"5,731","42,609",50.91%,"4,361","2,220","2,279",2,826.6036111,8.654024894,64,4.800904977,221,,,power-platform;power-bi,business-analyst;data-analyst,intermediate
Introduction to PowerShell,https://docs.microsoft.com/en-us/learn/modules/introduction-to-powershell/,7,"8,598","42,239",30.68%,"5,528","1,696","1,357",15,1365.775278,9.530881213,16,4.823129252,147,"2,120","1,710",vs,developer;student,beginner
Perform basic string formatting in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-basic-formatting/,8,"4,504","42,239",63.70%,"3,948","2,515","2,700",30,1827.0625,24.33919849,32,4.856304985,341,,,dotnet,developer;student,beginner
Query relational data in Azure,https://docs.microsoft.com/en-us/learn/modules/query-relational-data/,7,"5,041","42,195",64.65%,"4,705","3,042","3,168",1,1524.801667,18.14879984,26,4.832727273,275,"2,259","1,699",azure,administrator;business-user;data-engineer;student,beginner
Prepare for a Teams deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-teams-collab-prepare-deployment/,9,"5,737","42,085",32.58%,"5,451","1,776","1,530",14,1708.488611,17.8681047,27,4.629310345,116,,,m365;office-365;office-teams,administrator,beginner
Explore non-relational data offerings in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-non-relational-data-offerings-azure/,7,"5,234","41,804",59.03%,"5,072","2,994","2,988",13,3080.798056,35.31675264,41,4.763157895,190,,,azure,administrator;business-user;data-engineer;student,beginner
Explore data in Power BI,https://docs.microsoft.com/en-us/learn/modules/explore-data-power-bi/,11,"4,615","41,421",65.44%,"3,623","2,371","2,445",9,870.5311111,11.3178476,53,4.8,155,,,power-bi;power-platform,business-analyst;data-analyst,intermediate
How to build a basic chatbot,https://docs.microsoft.com/en-us/learn/modules/how-build-basic-chatbot/,8,"4,840","41,297",69.96%,"4,158","2,909","2,963",6,1049.066111,13.00495179,36,4.805555556,252,,,power-platform;power-virtual-agents,business-analyst;developer;maker,beginner
Manage users and groups in Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/manage-users-and-groups-in-aad/,7,"6,455","40,361",52.87%,"4,751","2,512","2,645",13,2133.039722,19.82686032,50,4.787709497,179,,,azure;azure-active-directory,security-engineer;administrator,beginner
Examine components of a modern data warehouse,https://docs.microsoft.com/en-us/learn/modules/examine-components-of-modern-data-warehouse/,5,"6,825","40,324",62.96%,"6,285","3,957","3,989",23,2014.558056,17.71040049,24,4.809338521,257,,,azure,administrator;business-user;data-engineer,beginner
Explore and analyze data with Python,https://docs.microsoft.com/en-us/learn/modules/explore-analyze-data-with-python/,9,"6,147","40,265",27.73%,"5,420","1,503","1,271",26,2672.496944,26.08586573,47,4.771428571,140,"3,524","2,120",vs-code,data-scientist,intermediate
Get started with Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-supply-chain-management-dyn365-supply-chain-mgmt/,19,"3,038","39,460",40.79%,"2,518","1,027",876,4,1298.036111,25.63599956,108,4.8,80,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,beginner
Configure resources with Azure Resource Manager templates,https://docs.microsoft.com/en-us/learn/modules/configure-resources-arm-templates/,7,"4,528","39,245",84.96%,"4,149","3,525","3,844",13,1111.646944,14.73030403,21,4.873015873,189,,,azure,administrator,beginner
Manage your business with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/manage-your-business-with-microsoft-365/,10,"3,880","38,853",64.18%,"3,526","2,263","2,301",8,1888.84,29.20886598,42,4.706349206,126,,,m365;office-365,business-owner;business-user,beginner
Deploy and manage a stateful application by using Azure Cosmos DB and Azure Kubernetes Service,https://docs.microsoft.com/en-us/learn/modules/aks-manage-application-state/,4,"27,145","38,611",0.09%,"27,147",24,26,,103.7672222,0.229362068,24,,,"3,135","3,114",azure;azure-kubernetes-service;azure-cosmos-db,solution-architect;developer;devops-engineer,beginner
Build and run a web application with the MEAN stack on an Azure Linux virtual machine,https://docs.microsoft.com/en-us/learn/modules/build-a-web-app-with-mean-on-a-linux-vm/,7,"5,521","38,390",78.03%,"4,830","3,769","3,998",91,593.42,6.449049085,42,4.766393443,244,751,458,azure;azure-virtual-machines;azure-cloud-shell,developer;student,beginner
Create tables in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/get-started-with-powerapps-common-data-service/,8,"6,307","37,268",37.37%,"4,769","1,782","1,752",10,1898.736111,18.06313091,71,4.692307692,91,,,power-platform;power-apps;common-data-service,business-user;functional-consultant;maker,beginner
Deploy and run a containerized web app with Azure App Service,https://docs.microsoft.com/en-us/learn/modules/deploy-run-container-app-service/,8,"6,689","35,844",40.55%,"3,901","1,582","1,476",4,1171.7,10.51009119,46,4.557142857,70,,,azure;azure-app-service;azure-container-registry,developer;solution-architect;administrator,beginner
Optimize a model for performance in Power BI ,https://docs.microsoft.com/en-us/learn/modules/optimize-model-power-bi/,8,"4,764","35,232",54.39%,"3,885","2,113","2,150",2,2717.565,34.22625945,43,4.772727273,198,,,power-bi;power-platform,data-analyst,intermediate
Get introduced to the finance and operations apps,https://docs.microsoft.com/en-us/learn/modules/get-introduced-finance-operations-apps/,14,"3,208","34,673",30.48%,"3,051",930,868,8,1493.666111,27.93639859,67,4.590163934,61,,,dynamics-365;dynamics-finance-operations,business-owner;business-user;functional-consultant;student,beginner
Manage virtual machines with the Azure CLI,https://docs.microsoft.com/en-us/learn/modules/manage-virtual-machines-with-azure-cli/,9,"5,022","34,612",61.30%,"3,997","2,450","2,538",43,675.3802778,8.069059472,51,4.829457364,129,908,733,azure;azure-virtual-machines;azure-clis,developer;administrator;solution-architect;student,beginner
Get started with production control in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-production-control-dyn365-supply-chain-mgmt/,20,"2,708","33,627",22.83%,"2,300",525,541,2,7043.323333,156.0559084,160,4.619047619,42,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,beginner
Describe identity concepts,https://docs.microsoft.com/en-us/learn/modules/describe-identity-principles-concepts/,8,"3,699","33,605",68.84%,"3,331","2,293","2,342",4,1117.382222,18.12461026,19,4.907534247,292,,,azure-active-directory,business-user;student,beginner
Explore data ingestion in Azure,https://docs.microsoft.com/en-us/learn/modules/explore-data-ingestion-azure/,5,"5,212","33,270",73.09%,"4,761","3,480","3,659",14,1212.811111,13.96175492,23,4.846534653,202,,,azure,administrator;business-user;data-engineer,beginner
Call methods from the .NET Class Library using C#,https://docs.microsoft.com/en-us/learn/modules/csharp-call-methods/,8,"4,009","32,583",57.20%,"3,472","1,986","2,101",7,1774.4225,26.55658518,32,4.839449541,218,,,dotnet,developer;student,beginner
Get more done with Office across all devices,https://docs.microsoft.com/en-us/learn/modules/get-more-done-with-office-across-devices/,6,"4,680","32,048",77.02%,"4,134","3,184","3,283",8,1074.633611,13.77735399,19,4.762430939,181,,,m365;office-365,business-owner;business-user,beginner
Perform basic operations on numbers in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-basic-operations/,8,"3,786","31,909",70.10%,"3,164","2,218","2,379",7,1242.907778,19.69742912,23,4.813953488,258,,,dotnet,developer;student,beginner
Manage secrets in your server apps with Azure Key Vault,https://docs.microsoft.com/en-us/learn/modules/manage-secrets-with-azure-key-vault/,7,"3,372","31,836",20.78%,"2,464",512,562,3,855.3325,15.2194395,46,4.657142857,35,"1,903","1,266",azure;azure-key-vault;azure-app-service,developer;solution-architect,beginner
Introduction to Linux on Azure,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-linux/,6,"4,631","31,777",79.81%,"3,814","3,044","3,377",63,775.3527778,10.0455985,16,4.72519084,262,,,azure,administrator;solution-architect;business-owner,beginner
File storage and sharing with OneDrive and SharePoint,https://docs.microsoft.com/en-us/learn/modules/file-storage-sharing-with-onedrive-sharepoint/,5,"5,541","31,751",70.50%,"4,854","3,422","3,451",6,796.3036111,8.622670396,24,4.757475083,301,,,m365;office-365,business-owner;business-user,beginner
Chain Azure Functions together by using input and output bindings,https://docs.microsoft.com/en-us/learn/modules/chain-azure-functions-data-using-bindings/,8,"3,807","31,659",36.61%,"3,182","1,165","1,317",6,2132.648611,33.61148323,70,4.691489362,94,"2,588","1,926",azure;azure-cosmos-db;azure-functions;azure-storage,developer,beginner
