Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Set up financial management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-financial-management-dynamics-365-business-central/,4,"1,776","17,912",14.58%,926,135,147,1757,27.55271209,933,199,learn-dynamics.set-up-financial-management-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
AZ-104: Implement and manage storage in Azure,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,9,"23,137","416,926",14.55%,"9,390","1,366","1,457",1757,40.86857991,"7,219",284,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner
Virtualization - Sharing cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-how-cloud-works/,6,861,"7,468",14.51%,448,65,72,1757,20.07644212,953,202,learn.cmu-cloud-computing.how-cloud-works,developer;student,azure,beginner;intermediate
"Administer Power BI, Part 1 - Tenants, governance, collaboration",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-1/,5,"1,128","11,246",14.50%,476,69,76,1757,20.11631206,365,90,learn-bizapps.administer-power-bi-part-1,administrator,power-bi,intermediate
Manage product version information in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/manage-product-version-engineering-change-management/,3,176,"1,423",14.49%,69,10,10,1757,9.45,25,227,learn-dynamics.manage-product-version-engineering-change-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Manage security with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-security-management/,4,"1,165","5,838",14.49%,711,103,112,1757,9.684363376,"5,928",44,learn-m365.m365-security-management,administrator,m365;office-365;windows;m365-security-center,intermediate
AI business school for healthcare,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-healthcare/,12,"4,952","44,424",14.44%,381,55,60,1757,15.92622509,"1,536",571,learn.ai-business-school-healthcare,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Work with data in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/paths/work-with-data-in-a-canvas-app/,3,"5,266","26,124",14.43%,"1,164",168,172,1757,13.78546335,"2,451",168,learn-bizapps.work-with-data-in-a-canvas-app,business-user;functional-consultant;maker,power-platform;power-apps,intermediate
Get started with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/get-started-winautomation/,4,395,"4,795",14.39%,285,41,47,1757,18.23983122,650,165,learn-bizapps.get-started-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,beginner
Migrate virtual machines and apps using Azure Migrate,https://docs.microsoft.com/en-us/learn/paths/m365-azure-migrate-virtual-machine/,4,547,"4,022",14.35%,418,60,64,1757,13.8690128,620,95,learn-m365.m365-azure-migrate-virtual-machine,administrator,m365;azure;azure-virtual-machines;azure-migrate,intermediate
Prepare to complete the Project Specialist Technical Achievement,https://docs.microsoft.com/en-us/learn/paths/project-specialist-technical-achievement/,7,"81,037","452,134",14.18%,966,137,136,1757,15.80282422,"3,984",354,learn.wwl.project-specialist-technical-achievement,business-user,m365;power-apps;power-automate;power-platform,beginner
Implement data governance in Microsoft 365 intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-data-governance-microsoft-365-intelligence/,7,340,"3,587",14.16%,233,33,35,1757,18.31632353,111,203,learn.wwl.implement-data-governance-microsoft-365-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Introduction to configuration in Dynamics 365 model-driven apps,https://docs.microsoft.com/en-us/learn/paths/introduction-configuration-dynamics-365-model-driven-apps/,3,"1,037","7,219",14.13%,545,77,87,1757,20.70514304,"1,237",63,learn.wwl.introduction-configuration-dynamics-365-model-driven-apps,administrator;business-analyst;business-user;developer;functional-consultant,dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-platform,beginner
Azure for Researchers part 1: Introduction to Cloud Computing,https://docs.microsoft.com/en-us/learn/paths/researcher-introduction-to-cloud-computing/,9,"232,922","3,605,400",14.12%,"8,657","1,222","1,325",1757,47.65526228,778,343,learn.researcher-introduction-to-cloud-computing,student;school-leader;higher-ed-educator;data-scientist,azure;azure-storage;azure-virtual-machines,beginner
Administer Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/administer-portals/,4,"1,766","9,572",14.08%,774,109,120,1757,15.22283881,677,77,learn-bizapps.administer-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced
Integrate with Microsoft Power Platform and Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-power-platform/,2,"1,279","8,530",14.00%,914,128,145,1757,23.88471462,"1,071",246,learn-dynamics.integrate-power-platform,developer,power-apps;power-platform,advanced
Manage warehouse processes in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-warehouse-processes/,3,239,"1,508",13.91%,115,16,19,1757,11.77315202,82,98,learn-dynamics.manage-warehouse-processes,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Migrate application workloads and data to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-application-workloads-data-azure/,4,"9,305","55,933",13.91%,460,64,70,1757,17.51317571,"1,237",194,learn.wwl.migrate-application-workloads-data-azure,administrator;data-engineer;solution-architect,azure;azure-sql-database,intermediate
Architect storage infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate
SC-300 part 4: Plan and implement an identity governance strategy,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,4,"1,789","19,345",13.86%,"1,111",154,176,1757,32.36124464,663,189,learn.wwl.plan-implement-identity-governance-strategy,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
Manage meetings and calling in Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,5,"1,446","19,802",13.84%,"1,185",164,188,1757,33.29047948,274,276,learn.wwl.manage-meetings-calling-microsoft-teams,administrator,m365;office-teams,intermediate
Manage order fulfillment and inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,232,"1,820",13.74%,131,18,18,1757,26.49425287,82,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Use Visual Studio for modern development,https://docs.microsoft.com/en-us/learn/paths/visual-studio/,3,"8,903","37,878",13.64%,396,54,64,1757,10.08033434,42,86,learn.visual-studio.visual-studio-test,student,azure;dotnet,beginner
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,"1,228","11,196",13.60%,228,31,30,1757,36.66453583,588,562,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
AZ-400: Manage source control,https://docs.microsoft.com/en-us/learn/paths/az-400-manage-source-control/,15,"10,227","118,209",13.42%,"2,593",348,329,1757,22.70934129,"2,465",829,learn.az-400-manage-source-control,devops-engineer;administrator;developer;solution-architect,azure;github,beginner
Model data in Power BI,https://docs.microsoft.com/en-us/learn/paths/model-power-bi/,3,"24,376","233,198",13.38%,"13,808","1,848","2,044",1757,40.97996322,"12,037",331,learn-bizapps.model-power-bi,data-analyst,power-bi,intermediate
Use cost accounting in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-cost-accounting-dynamics-365-business-central/,5,344,"3,183",13.33%,210,28,29,1757,19.36812016,385,196,learn-dynamics.use-cost-accounting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Create bots with Power Virtual Agents,https://docs.microsoft.com/en-us/learn/paths/work-power-virtual-agents/,4,"2,119","21,033",13.25%,"1,608",213,218,1757,29.78185465,"1,569",151,learn-bizapps.work-power-virtual-agents,maker;administrator,power-platform;power-virtual-agents,intermediate
AI business school for financial services,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-financial-services/,12,"4,859","43,777",13.23%,378,50,50,1757,16.44476916,"1,978",576,learn.ai-business-school-financial-services,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Optimize government operations with Azure,https://docs.microsoft.com/en-us/learn/paths/optimize-government-operations/,4,182,"1,285",13.16%,76,10,12,1757,13.14551282,40,135,learn.azure.optimize-government-operations,business-user,azure;azure-stack-edge;azure-stack-hub;azure-key-vault;azure-application-gateway;azure-active-directory;azure-virtual-network;azure-expressroute;azure-storage;azure-vpn-gateway;azure-sql-database;azure-disk-encryption,beginner
Control Azure spending and manage bills with Azure Cost Management and billing,https://docs.microsoft.com/en-us/learn/paths/control-spending-manage-bills/,6,"30,194","251,548",12.94%,"1,005",130,144,1757,23.27790621,"1,816",229,learn.control-spending-manage-bills,administrator;solution-architect;business-analyst;business-user;technology-manager,azure;azure-portal;azure-cost-management;azure-advisor,beginner
Migrate data and go live with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,"1,877","18,835",12.93%,920,119,143,1757,31.72115965,"1,741",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate
Get started with cost accounting for supply chains in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/get-started-cost-accounting-supply-chains-dyn365-finance/,1,631,"2,742",12.93%,441,57,64,1757,9.951954569,739,56,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-scm;dynamics-finance-operations,beginner
Learn the business value of Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-azure/,8,"7,819","55,607",12.84%,"1,464",188,201,1757,17.36017607,"4,108",297,learn-wwl.learn-business-value-of-azure-v1-1,business-user,azure,beginner
Secure the Microsoft 365 Messaging environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,901,"6,966",12.84%,522,67,80,1757,20.27791343,"1,014",101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate
Get started with inventory management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-inventory-management/,2,596,"3,759",12.83%,413,53,56,1757,15.76717002,328,84,learn-dynamics.get-started-inventory-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage resources in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,"47,724","519,163",12.81%,"7,094",909,991,1757,27.71033861,"13,180",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner
AI business school for government,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-government/,12,"4,824","42,531",12.79%,305,39,39,1757,16.11678413,"1,230",585,learn.ai-business-school-government,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Visualize data in Power BI,https://docs.microsoft.com/en-us/learn/paths/visualize-data-power-bi/,4,"16,256","205,551",12.78%,"11,474","1,466","1,616",1757,38.99436003,"11,774",350,learn-bizapps.visual-data-power-bi,data-analyst,power-bi,intermediate
Configure your organization in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/configure-your-organization-finance-ops/,8,"3,056","47,317",12.74%,"1,209",154,124,1757,94.91246182,"1,783",745,learn-dynamics.configure-your-organization-in-finance-and-ops,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations,intermediate;advanced
Work with Data Warehouses using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,"5,511","107,989",12.69%,"3,239",411,469,1757,52.35712817,"1,364",453,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate
