Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Build mixed reality digital twins with Azure Digital Twins and Unity,https://docs.microsoft.com/en-us/learn/paths/build-mixed-reality-azure-digital-twins-unity/,4,"1,359","9,234",3.47%,981,34,38,4173,10.73761344,175,239,learn.azure.build-mixed-reality-azure-digital-twins-unity,developer;business-owner;student;technology-manager,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,beginner
Build mobile apps with Xamarin.Forms,https://docs.microsoft.com/en-us/learn/paths/build-mobile-apps-with-xamarin-forms/,10,"6,502","55,680",1.22%,"3,762",46,54,4173,29.66857634,"4,028",574,learn-xamarin.build-mobile-apps-with-xamarin-forms,developer,xamarin;dotnet;vs,beginner
Build real world applications with Python,https://docs.microsoft.com/en-us/learn/paths/python-language/,3,"17,210","90,701",5.05%,"3,305",167,201,4173,10.07695913,838,129,learn.languages.python-apps,developer;student,vs-code,beginner
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,613,"8,985",16.31%,282,46,44,4173,16.04342034,202,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate
"Build serverless, full stack applications in Azure",https://docs.microsoft.com/en-us/learn/paths/build-serverless-full-stack-apps-azure/,4,"9,700","33,726",0.64%,"8,466",54,59,4173,12.64586598,856,175,learn.build-serverless-full-stack-apps-azure,developer;database-administrator;solution-architect;devops-engineer;data-engineer,azure-sql-database;github;vs-code;azure-functions;azure-app-service-static;azure-web-apps;azure-logic-apps;azure-devops;azure-blob-storage,intermediate
Build the intelligent edge with Azure IoT Edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,"1,976","13,851",16.60%,699,116,127,4173,17.10733806,"1,730",185,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced
Build your tech resilience,https://docs.microsoft.com/en-us/learn/paths/tech-resilience/,9,,,,,,,4173,,108,352,learn.student-evangelism.tech-resilience,developer;student,azure,beginner
Building Open Source Software (OSS) Analytics Solutions with Azure HDInsight,https://docs.microsoft.com/en-us/learn/paths/build-oss-analytical-solutions-az-hdinsight/,7,518,"4,487",4.18%,287,12,12,4173,17.56605534,"1,134",306,learn.wwl.build-oss-analytical-solutions-az-hdinsight,data-engineer;data-scientist,azure-hdinsight,intermediate
Calculate and post job WIP in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/calculate-post-job-wip/,3,100,682,24.07%,54,13,13,4173,9.735833333,112,94,learn-dynamics.calculate-post-job-wip,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,771,"4,794",5.25%,628,33,38,4173,10.09945958,"1,113",116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-admin/,7,"2,485","17,936",10.89%,248,27,30,4173,25.48486922,115,397,learn.cmu-cloud-admin.cloud-admin,administrator;student,azure,beginner
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-admin-basics/,3,"1,131","6,484",6.34%,741,47,48,4173,19.06080165,"2,789",206,learn.cmu-cloud-admin.cmu-cloud-admin-basics,administrator;student,azure,beginner
Cloud computing basics for developers,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-developer-basics/,6,"2,148","12,643",2.43%,"1,191",29,30,4173,16.57749069,"1,918",413,learn.cmu-cloud-computing.cmu-cloud-computing-basics,developer;student,azure,beginner;intermediate
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,"3,334","23,434",5.19%,347,18,18,4173,14.77213057,124,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner
Cloud storage,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-cloud-storage/,3,836,"5,291",12.77%,415,53,58,4173,9.497029506,"1,273",312,learn.cmu-cloud-computing.cloud-storage,developer;student,azure,beginner;intermediate
Cloud-native security operations with Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/security-ops-sentinel/,7,"5,097","41,632",6.49%,"1,786",116,126,4173,22.00159898,"1,194",379,learn.security-ops-sentinel,administrator;devops-engineer;security-engineer;solution-architect,azure;azure-sentinel,beginner
Collaborate with others with Markdown and GitHub Pages,https://docs.microsoft.com/en-us/learn/paths/collaborate-markdown-github-pages/,3,"4,235","21,401",21.69%,295,64,71,4173,10.7326525,783,206,learn.collaborate-markdown-github-pages,devops-engineer;administrator;developer;solution-architect;student,github,beginner
Collaborate with SharePoint in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-teams-sharepoint/,4,"3,056","23,046",11.46%,"2,147",246,265,4173,15.11295266,"5,089",74,learn-m365.m365-teams-sharepoint,administrator,m365;office-365,intermediate
Collaborating with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/teamwork-specialist/,4,"26,788","106,856",15.44%,"2,571",397,437,4173,3.935648425,"1,101",150,learn.wwl.teamwork-specialist,business-analyst;business-owner;business-user;student,office-teams,beginner
Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,3,745,"8,447",7.40%,365,27,26,4173,23.01299776,601,416,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,"2,347","21,973",5.07%,769,39,39,4173,28.95762676,677,846,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and manage products and inventory in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,"4,682","67,655",7.53%,"1,315",99,96,4173,34.99284138,"1,100",658,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,"1,440","10,878",10.98%,346,38,38,4173,26.65333333,505,563,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-virtual-networks/,16,"26,469","309,745",9.59%,886,85,81,4173,34.13661705,849,897,learn.azure-admin-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-cdn;azure-traffic-manager;azure-bastion;azure-firewall;azure-virtual-desktop,beginner
Configure and use budgeting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,692,"5,715",7.20%,514,37,38,4173,20.62223025,664,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,"1,218","13,161",9.40%,436,41,42,4173,26.05402299,688,449,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,"3,741","48,673",3.84%,573,22,24,4173,124.6333556,553,1144,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,"3,098","38,330",6.10%,295,18,20,4173,139.7030288,453,757,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use point of sale in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,375,"2,732",9.03%,155,14,14,4173,14.93088889,97,327,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and use process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,"3,037","39,753",9.29%,420,39,42,4173,143.92874,493,639,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use the general ledger in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,"6,441","83,049",6.31%,"1,712",108,76,4173,32.48184547,"1,238",817,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner
Configure and work with analytics and reporting in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,"1,422","11,362",19.43%,808,157,146,4173,19.16027895,"1,250",155,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate
Configure and work with call centers in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,104,677,14.12%,85,12,13,4173,9.001442308,77,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and work with e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,172,"1,370",8.80%,125,11,12,4173,10.3495155,99,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,262,"2,923",15.75%,127,20,19,4173,20.31437659,76,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Configure and work with transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,483,"3,112",11.54%,234,27,28,4173,24.81207729,479,190,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,"1,444","11,279",7.60%,776,59,44,4173,28.66284626,697,578,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure apps in Finance and Operations,https://docs.microsoft.com/en-us/learn/paths/config-d365-finance-operations-apps/,3,752,"8,224",32.05%,443,142,148,4173,7.965536348,848,48,learn.wwl.config-d365-finance-operations-apps,business-analyst;business-user;developer;functional-consultant;solution-architect,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,beginner
Configure Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-asset-management-dyn365-supply-chain-mgmt/,5,569,"5,107",11.01%,109,12,13,4173,15.43040422,418,453,learn-dynamics.configure-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
