Order,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
143,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-400,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
144,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-100,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
145,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-200,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
146,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-400,Create and use analytics reports with Power BI,6.0,"121,613","729,280",6.84%,"23,907","1,635","1,824",2559,14.34115117,"25,739",375.0,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,9,2021
147,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,mb-200,Create a canvas app in Power Apps,3.0,"48,177","310,494",11.35%,"17,544","1,992","2,017",2559,17.57045305,"11,074",131.0,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
148,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-100,Create a canvas app in Power Apps,3.0,"48,177","310,494",11.35%,"17,544","1,992","2,017",2559,17.57045305,"11,074",131.0,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
149,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-200,Create a canvas app in Power Apps,3.0,"48,177","310,494",11.35%,"17,544","1,992","2,017",2559,17.57045305,"11,074",131.0,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
150,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-400,Create a canvas app in Power Apps,3.0,"48,177","310,494",11.35%,"17,544","1,992","2,017",2559,17.57045305,"11,074",131.0,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
151,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,mb-200,Create a model-driven application in Power Apps,4.0,"14,439","134,126",16.66%,"7,942","1,323",909,2559,24.68211326,"7,021",249.0,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
152,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-100,Create a model-driven application in Power Apps,4.0,"14,439","134,126",16.66%,"7,942","1,323",909,2559,24.68211326,"7,021",249.0,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
153,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-200,Create a model-driven application in Power Apps,4.0,"14,439","134,126",16.66%,"7,942","1,323",909,2559,24.68211326,"7,021",249.0,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
154,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-400,Create a model-driven application in Power Apps,4.0,"14,439","134,126",16.66%,"7,942","1,323",909,2559,24.68211326,"7,021",249.0,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,9,2021
155,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,mb-200,Automate a business process using Power Automate,5.0,"34,353","198,637",4.86%,"16,369",796,777,2559,15.62090065,"10,556",294.0,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,9,2021
156,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-100,Automate a business process using Power Automate,5.0,"34,353","198,637",4.86%,"16,369",796,777,2559,15.62090065,"10,556",294.0,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,9,2021
157,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-200,Automate a business process using Power Automate,5.0,"34,353","198,637",4.86%,"16,369",796,777,2559,15.62090065,"10,556",294.0,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,9,2021
158,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-400,Automate a business process using Power Automate,5.0,"34,353","198,637",4.86%,"16,369",796,777,2559,15.62090065,"10,556",294.0,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,9,2021
159,learn-dynamics.dynamics-365-for-sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,mb-210,Working with Dynamics 365 Sales,8.0,"4,432","48,516",5.82%,"2,389",139,131,2559,39.71435018,"2,259",461.0,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate,9,2021
160,learn-bizapps.applying-goal-management,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365/,2,mb-210,Implement goal management in Dynamics 365 Sales and Customer Service,2.0,742,"4,471",15.67%,651,102,108,2559,17.83773585,"1,224",78.0,learn-bizapps.applying-goal-management,business-user;functional-consultant,dynamics-365;dynamics-sales;dynamics-customer-service,beginner,9,2021
161,learn-dynamics.work-core-features-marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,mb-220,Work with core features in Dynamics 365 Marketing,7.0,"1,062","13,078",11.28%,656,74,52,2559,37.04537037,871,458.0,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,9,2021
162,learn-dynamics.set-up-dynamics-365-marketing,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,mb-220,Set up Dynamics 365 Marketing and configure advanced settings,3.0,946,"8,849",10.07%,745,75,77,2559,29.11842847,924,157.0,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,9,2021
163,learn-dynamics.manage-events-dynamics-marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,mb-220,Manage events in Dynamics 365 Marketing,4.0,584,"5,011",10.94%,384,42,47,2559,21.76318493,639,244.0,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate,9,2021
164,learn-dynamics.analyze-marketing-insights,https://docs.microsoft.com/en-us/learn/paths/analyze-marketing-insights/,2,mb-220,Analyze insights in Dynamics 365 Marketing,2.0,378,"2,653",16.30%,276,45,48,2559,12.79448854,630,113.0,learn-dynamics.analyze-marketing-insights,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,9,2021
165,learn-dynamics.work-customer-service-omnichannel,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-omnichannel/,10,mb-230,Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service,10.0,"1,099","16,898",9.49%,632,60,65,2559,44.95670306,486,441.0,learn-dynamics.work-customer-service-omnichannel,administrator;functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,9,2021
166,learn-dynamics.work-customer-service-insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,mb-230,Work with Customer Service Insights,2.0,540,"3,662",19.01%,363,69,74,2559,15.91592593,169,47.0,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service;dynamics-cust-svc-insights,intermediate,9,2021
167,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,https://docs.microsoft.com/en-us/learn/paths/work-with-knowledge-management-solutions-in-microsoft-dynamics-365-for-customer-service/,2,mb-230,Work with Knowledge Management Solutions in Dynamics 365 Customer Service,2.0,682,"5,201",21.03%,447,94,101,2559,21.78003421,914,120.0,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,9,2021
168,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,mb-230,Work with entitlements and service level agreements in Dynamics 365 Customer Service,2.0,972,"6,870",19.29%,451,87,96,2559,22.96724966,799,128.0,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,9,2021
169,learn-bizapps.customer-service-hub-cases-slas,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service/,3,mb-230,Work with cases in Dynamics 365 Customer Service,3.0,"3,545","28,163",13.33%,"1,290",172,190,2559,25.02586742,"1,272",182.0,learn-bizapps.customer-service-hub-cases-slas,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,9,2021
170,learn-bizapps.universal-resource-scheduling,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,mb-240,Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,6.0,772,"6,353",4.38%,388,17,20,2559,33.36375216,512,445.0,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate,9,2021
171,learn-bizapps.implementing-dyn365-field-service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service/,4,mb-240,Implementing Microsoft Dynamics 365 Field Service,4.0,952,"8,247",6.74%,653,44,45,2559,37.494257700000006,721,302.0,learn-bizapps.implementing-dyn365-field-service,functional-consultant,dynamics-365;dynamics-field-service,intermediate,9,2021
172,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,3,mb-300,Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,2.0,"2,261","23,254",18.09%,"1,426",258,286,2559,31.94558455,"1,759",146.0,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner,9,2021
173,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,3,mb-700,Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,2.0,"2,261","23,254",18.09%,"1,426",258,286,2559,31.94558455,"1,759",146.0,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner,9,2021
174,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-300,Migrate data and go live with Finance and Operations apps,4.0,"2,105","23,854",16.73%,"1,088",182,200,2559,32.78467142,"1,701",258.0,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,9,2021
175,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-500,Migrate data and go live with Finance and Operations apps,4.0,"2,105","23,854",16.73%,"1,088",182,200,2559,32.78467142,"1,701",258.0,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,9,2021
176,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-700,Migrate data and go live with Finance and Operations apps,4.0,"2,105","23,854",16.73%,"1,088",182,200,2559,32.78467142,"1,701",258.0,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,9,2021
177,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,mb-300,Get started with Finance and Operations apps,6.0,"13,071","166,318",7.05%,"6,469",456,359,2559,39.70955933,"4,758",484.0,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner,9,2021
178,learn-dynamics.configure-your-organization-in-finance-and-ops,https://docs.microsoft.com/en-us/learn/paths/configure-your-organization-finance-ops/,8,mb-300,Configure your organization in Finance and Operations apps,8.0,"3,306","51,614",11.92%,"1,376",164,152,2559,64.36027425,"1,738",745.0,learn-dynamics.configure-your-organization-in-finance-and-ops,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations,intermediate;advanced,9,2021
179,learn-dynamics.configure-analytics-reporting-finance-operations,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,mb-300,Configure and work with analytics and reporting in Finance and Operations apps,2.0,"1,354","10,579",18.73%,774,145,140,2559,20.53165928,"1,263",155.0,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate,9,2021
180,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,mb-310,Work with accounts payable in Dynamics 365 Finance,3.0,999,"11,275",6.80%,691,47,52,2559,48.75085085,769,375.0,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
181,learn-dynamics.work-expense-management,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,mb-310,Work with Expense management in Dynamics 365 Project Operations,4.0,727,"6,316",8.93%,291,26,27,2559,15.5236818,169,345.0,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
182,learn-dynamics.work-accounts-receivable-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/work-accounts-receivable-dyn365-finance/,4,mb-310,Work with accounts receivable in Dynamics 365 Finance,4.0,"1,090","12,139",6.57%,594,39,44,2559,33.64267584,763,451.0,learn-dynamics.work-accounts-receivable-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
183,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,https://docs.microsoft.com/en-us/learn/paths/get-started-cost-accounting-supply-chains-dyn365-finance/,1,mb-310,Get started with cost accounting for supply chains in Dynamics 365 Finance,1.0,563,"3,326",14.36%,369,53,59,2559,12.20124334,720,56.0,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-scm;dynamics-finance-operations,beginner,9,2021
184,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,mb-310,Configure and use the general ledger in Dynamics 365 Finance,9.0,"6,361","80,768",5.26%,"1,767",93,88,2559,35.41321071,"1,256",817.0,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner,9,2021
185,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,mb-310,"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",5.0,"1,305","12,234",8.04%,460,37,40,2559,26.56340996,694,449.0,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
186,learn-dynamics.configure-use-budgeting-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,mb-310,Configure and use budgeting in Dynamics 365 Finance,2.0,722,"5,957",7.69%,520,40,44,2559,28.70205448,670,207.0,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
187,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,3,mb-310,Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,3.0,794,"10,546",7.67%,417,32,30,2559,33.38975651,610,416.0,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,9,2021
188,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,mb-320,Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,3.0,"1,260","10,350",13.28%,241,32,27,2559,33.1005291,578,742.0,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
189,learn-dynamics.master-planning-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,mb-320,Master planning in Dynamics 365 Supply Chain Management,2.0,"1,026","9,627",11.07%,524,58,60,2559,33.64788824,193,395.0,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
190,learn-dynamics.master-planning-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,mb-330,Master planning in Dynamics 365 Supply Chain Management,2.0,"1,026","9,627",11.07%,524,58,60,2559,33.64788824,193,395.0,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
191,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,mb-320,Configure and use process manufacturing in Dynamics 365 Supply Chain Management,4.0,"2,343","29,262",7.22%,374,27,30,2559,79.215621,496,639.0,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,9,2021
192,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,7.0,"2,446","28,815",6.16%,341,21,22,2559,76.91933769,455,757.0,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,9,2021
193,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,7.0,"3,198","38,728",4.19%,573,24,26,2559,69.54724307,559,1144.0,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,9,2021
194,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,mb-330,Configure and work with warehouse management in Dynamics 365 Supply Chain Management,2.0,"1,463","10,425",6.51%,768,50,48,2559,28.23408521,704,578.0,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
195,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,mb-330,Configure and work with transportation management in Dynamics 365 Supply Chain Management,1.0,515,"3,444",12.13%,272,33,41,2559,21.79514563,483,190.0,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
196,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,mb-330,"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",3.0,"1,541","11,760",11.86%,371,44,51,2559,29.95556998,511,563.0,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
197,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,mb-330,Configure and manage products and inventory in Dynamics 365 Supply Chain Management,5.0,"4,601","60,007",5.86%,"1,331",78,79,2559,39.65860682,"1,115",658.0,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,9,2021
198,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,mb-330,Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,6.0,"2,462","24,046",4.85%,887,43,48,2559,38.88960195,684,846.0,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,9,2021
199,learn-dynamics.manage-order-fulfillment-inventory-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,mb-340,Manage order fulfillment and inventory in Dynamics 365 Commerce,2.0,247,"1,865",8.50%,153,13,14,2559,22.32361673,80,242.0,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,9,2021
200,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,mb-340,Manage customer engagement and shopping experience in Dynamics 365 Commerce,5.0,255,"2,204",7.95%,176,14,16,2559,14.58915033,77,270.0,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate,9,2021
201,learn-dynamics.get-started-dynamics-365-commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,mb-340,Get started with Dynamics 365 Commerce,4.0,"1,271","9,660",11.37%,809,92,79,2559,18.925452399999998,947,210.0,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner,9,2021
202,learn-dynamics.configure-work-omnichannel-prequisites-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,mb-340,Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,4.0,344,"5,258",11.76%,204,24,25,2559,44.55465116,77,422.0,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,9,2021
203,learn-dynamics.configure-work-e-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,mb-340,Configure and work with e-Commerce in Dynamics 365 Commerce,2.0,247,"1,589",9.34%,182,17,17,2559,13.67139001,101,230.0,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,9,2021
204,learn-dynamics.configure-work-call-centers-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,mb-340,Configure and work with call centers in Dynamics 365 Commerce,2.0,189,"1,024",8.16%,147,12,13,2559,11.9675485,78,125.0,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,9,2021
205,learn-dynamics.configure-use-pos-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,mb-340,Configure and use point of sale in Dynamics 365 Commerce,3.0,536,"6,039",9.58%,261,25,26,2559,29.52369403,99,327.0,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,9,2021
206,learn-dynamics.introduction-development,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,mb-400,Introduction to developing with Microsoft Power Platform,3.0,"3,278","12,773",2.77%,"2,745",76,88,2559,11.40490136,"3,781",111.0,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate,9,2021
207,learn-dynamics.extend-power-platform-model-driven-apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,mb-400,Extending Microsoft Power Platform user experience Model Driven apps,3.0,"1,552","8,483",7.22%,485,35,27,2559,17.14567225,"1,501",217.0,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate,9,2021
208,learn-dynamics.extend-power-platform-common-data-service,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-common-data-service/,2,mb-400,Extending Microsoft Power Platform Microsoft Dataverse,2.0,795,"3,756",11.34%,476,54,55,2559,16.51534591,"1,714",123.0,learn-dynamics.extend-power-platform-common-data-service,developer,dynamics-365;power-platform;power-apps,intermediate,9,2021
209,learn-dynamics.introduction-develop-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,mb-500,Introduction to developing with Finance and Operations apps,8.0,"1,933","26,847",8.27%,"1,100",91,98,2559,39.11876186,"1,160",530.0,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,9,2021
210,learn-dynamics.extending-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/extending-finance-operations/,3,mb-500,Extend Finance and Operations apps,3.0,"7,541","45,705",22.10%,466,103,127,2559,7.253854484,596,155.0,learn-dynamics.extending-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,intermediate,9,2021
