ID,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
146,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-210,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
147,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,mb-400,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
148,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-100,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
149,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-200,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
150,learn-bizapps.create-use-analytics-reports-power-bi,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,pl-400,Create and use analytics reports with Power BI,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,10,2021
151,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,mb-200,Create a canvas app in Power Apps,3,"49,218","315,871",11.99%,"18,079","2,168","1,789",1757,17.90715423,"11,508",134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
152,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-100,Create a canvas app in Power Apps,3,"49,218","315,871",11.99%,"18,079","2,168","1,789",1757,17.90715423,"11,508",134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
153,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-200,Create a canvas app in Power Apps,3,"49,218","315,871",11.99%,"18,079","2,168","1,789",1757,17.90715423,"11,508",134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
154,learn-bizapps.create-powerapps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,pl-400,Create a canvas app in Power Apps,3,"49,218","315,871",11.99%,"18,079","2,168","1,789",1757,17.90715423,"11,508",134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
155,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,mb-200,Create a model-driven application in Power Apps,4,"13,791","128,077",12.59%,"7,523",947,797,1757,29.49291325,"7,250",249,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
156,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-100,Create a model-driven application in Power Apps,4,"13,791","128,077",12.59%,"7,523",947,797,1757,29.49291325,"7,250",249,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
157,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-200,Create a model-driven application in Power Apps,4,"13,791","128,077",12.59%,"7,523",947,797,1757,29.49291325,"7,250",249,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
158,learn-bizapps.create-app-models-business-processes,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,pl-400,Create a model-driven application in Power Apps,4,"13,791","128,077",12.59%,"7,523",947,797,1757,29.49291325,"7,250",249,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner,10,2021
159,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,mb-200,Automate a business process using Power Automate,5,"34,341","190,094",5.89%,"16,254",958,736,1757,16.44729963,"10,946",284,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,10,2021
160,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-100,Automate a business process using Power Automate,5,"34,341","190,094",5.89%,"16,254",958,736,1757,16.44729963,"10,946",284,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,10,2021
161,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-200,Automate a business process using Power Automate,5,"34,341","190,094",5.89%,"16,254",958,736,1757,16.44729963,"10,946",284,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,10,2021
162,learn-bizapps.automate-process-using-flow,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,pl-400,Automate a business process using Power Automate,5,"34,341","190,094",5.89%,"16,254",958,736,1757,16.44729963,"10,946",284,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,10,2021
163,learn-dynamics.dynamics-365-for-sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,mb-210,Working with Dynamics 365 Sales,8,"7,760","49,979",5.74%,"2,421",139,133,1757,23.14070447,"2,295",461,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate,10,2021
164,learn-bizapps.applying-goal-management,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365/,2,mb-210,Implement goal management in Dynamics 365 Sales and Customer Service,2,773,"4,938",16.01%,662,106,116,1757,20.56500647,"1,246",78,learn-bizapps.applying-goal-management,business-user;functional-consultant,dynamics-365;dynamics-sales;dynamics-customer-service,beginner,10,2021
165,learn-dynamics.work-core-features-marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,mb-220,Work with core features in Dynamics 365 Marketing,7,"1,054","13,192",7.86%,649,51,48,1757,37.03031309,897,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,10,2021
166,learn-dynamics.set-up-dynamics-365-marketing,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,mb-220,Set up Dynamics 365 Marketing and configure advanced settings,3,988,"8,399",9.97%,732,73,80,1757,27.81818489,950,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,10,2021
167,learn-dynamics.manage-events-dynamics-marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,mb-220,Manage events in Dynamics 365 Marketing,4,589,"5,060",11.38%,378,43,44,1757,25.17071307,653,244,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate,10,2021
168,learn-dynamics.analyze-marketing-insights,https://docs.microsoft.com/en-us/learn/paths/analyze-marketing-insights/,2,mb-220,Analyze insights in Dynamics 365 Marketing,2,366,"2,624",15.79%,285,45,48,1757,15.12504554,649,113,learn-dynamics.analyze-marketing-insights,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,10,2021
169,learn-dynamics.work-customer-service-omnichannel,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-omnichannel/,10,mb-230,Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service,10,"1,124","15,767",8.38%,585,49,54,1757,45.16444247,502,441,learn-dynamics.work-customer-service-omnichannel,administrator;functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,10,2021
170,learn-dynamics.work-customer-service-insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,mb-230,Work with Customer Service Insights,2,606,"3,346",18.60%,344,64,65,1757,13.97026953,182,87,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service;dynamics-cust-svc-insights,intermediate,10,2021
171,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,https://docs.microsoft.com/en-us/learn/paths/work-with-knowledge-management-solutions-in-microsoft-dynamics-365-for-customer-service/,2,mb-230,Work with Knowledge Management Solutions in Dynamics 365 Customer Service,2,640,"4,958",20.51%,468,96,100,1757,24.4228125,929,120,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,10,2021
172,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,mb-230,Work with entitlements and service level agreements in Dynamics 365 Customer Service,2,930,"6,473",19.86%,428,85,89,1757,23.35451613,813,128,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,10,2021
173,learn-bizapps.customer-service-hub-cases-slas,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service/,3,mb-230,Work with cases in Dynamics 365 Customer Service,3,"3,389","25,317",11.65%,"1,270",148,155,1757,27.33824629,"1,307",182,learn-bizapps.customer-service-hub-cases-slas,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,10,2021
174,learn-bizapps.universal-resource-scheduling,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,mb-240,Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,6,708,"5,934",6.12%,376,23,25,1757,35.81895009,521,445,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate,10,2021
175,learn-bizapps.implementing-dyn365-field-service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service/,4,mb-240,Implementing Microsoft Dynamics 365 Field Service,4,936,"8,109",6.76%,680,46,50,1757,35.94116809,732,302,learn-bizapps.implementing-dyn365-field-service,functional-consultant,dynamics-365;dynamics-field-service,intermediate,10,2021
176,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,3,mb-300,Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,3,"2,160","24,399",18.39%,"1,354",249,205,1757,34.88342593,"1,823",209,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner,10,2021
177,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,3,mb-700,Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,3,"2,160","24,399",18.39%,"1,354",249,205,1757,34.88342593,"1,823",209,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner,10,2021
178,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-300,Migrate data and go live with Finance and Operations apps,4,"1,877","18,835",12.93%,920,119,143,1757,31.72115965,"1,741",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,10,2021
179,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-500,Migrate data and go live with Finance and Operations apps,4,"1,877","18,835",12.93%,920,119,143,1757,31.72115965,"1,741",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,10,2021
180,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,mb-700,Migrate data and go live with Finance and Operations apps,4,"1,877","18,835",12.93%,920,119,143,1757,31.72115965,"1,741",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate,10,2021
181,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,mb-300,Get started with Finance and Operations apps,6,"13,406","162,439",5.97%,"5,748",343,292,1757,49.22327565,"4,991",445,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner,10,2021
182,learn-dynamics.configure-your-organization-in-finance-and-ops,https://docs.microsoft.com/en-us/learn/paths/configure-your-organization-finance-ops/,8,mb-300,Configure your organization in Finance and Operations apps,8,"3,056","47,317",12.74%,"1,209",154,124,1757,94.91246182,"1,783",745,learn-dynamics.configure-your-organization-in-finance-and-ops,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations,intermediate;advanced,10,2021
183,learn-dynamics.configure-analytics-reporting-finance-operations,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,mb-300,Configure and work with analytics and reporting in Finance and Operations apps,2,"1,130","9,128",16.20%,605,98,103,1757,29.39013274,"1,297",155,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate,10,2021
184,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,mb-310,Work with accounts payable in Dynamics 365 Finance,3,915,"9,965",6.23%,594,37,42,1757,60.66187614,790,375,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
185,learn-dynamics.work-expense-management,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,mb-310,Work with Expense management in Dynamics 365 Project Operations,4,641,"6,689",11.32%,265,30,32,1757,19.63169527,187,345,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
186,learn-dynamics.work-accounts-receivable-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/work-accounts-receivable-dyn365-finance/,4,mb-310,Work with accounts receivable in Dynamics 365 Finance,4,"1,011","10,407",5.46%,531,29,30,1757,31.99535114,785,451,learn-dynamics.work-accounts-receivable-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
187,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,https://docs.microsoft.com/en-us/learn/paths/get-started-cost-accounting-supply-chains-dyn365-finance/,1,mb-310,Get started with cost accounting for supply chains in Dynamics 365 Finance,1,631,"2,742",12.93%,441,57,64,1757,9.951954569,739,56,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-scm;dynamics-finance-operations,beginner,10,2021
188,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,mb-310,Configure and use the general ledger in Dynamics 365 Finance,9,"5,814","74,206",4.96%,"1,675",83,74,1757,42.30751634,"1,297",817,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner,10,2021
189,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,mb-310,"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",5,"1,311","13,197",8.88%,439,39,43,1757,28.49505467,717,449,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
190,learn-dynamics.configure-use-budgeting-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,mb-310,Configure and use budgeting in Dynamics 365 Finance,2,663,"5,187",7.66%,431,33,37,1757,26.22071393,684,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
191,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,3,mb-310,Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,3,781,"9,839",8.36%,371,31,27,1757,33.81421255,625,416,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,10,2021
192,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,mb-320,Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,3,"1,228","11,196",13.60%,228,31,30,1757,36.66453583,588,562,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
193,learn-dynamics.master-planning-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,mb-320,Master planning in Dynamics 365 Supply Chain Management,2,974,"9,997",9.43%,509,48,51,1757,30.07257016,225,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
194,learn-dynamics.master-planning-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,mb-330,Master planning in Dynamics 365 Supply Chain Management,2,974,"9,997",9.43%,509,48,51,1757,30.07257016,225,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
195,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,mb-320,Configure and use process manufacturing in Dynamics 365 Supply Chain Management,4,"2,258","27,673",8.68%,403,35,36,1757,127.4227414,515,600,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,10,2021
196,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,7,"2,314","26,578",7.00%,343,24,24,1757,122.7233578,468,718,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,10,2021
197,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,7,"3,056","37,118",5.44%,570,31,30,1757,106.6833061,577,1105,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,10,2021
198,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,mb-330,Configure and work with warehouse management in Dynamics 365 Supply Chain Management,2,"1,426","11,029",6.55%,794,52,51,1757,31.08200094,738,423,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
199,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,mb-330,Configure and work with transportation management in Dynamics 365 Supply Chain Management,1,534,"3,177",9.71%,278,27,31,1757,24.42730961,500,103,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
200,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,mb-330,"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",3,"1,502","11,303",9.63%,405,39,44,1757,31.41051931,528,548,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
201,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,mb-330,Configure and manage products and inventory in Dynamics 365 Supply Chain Management,5,"4,551","55,845",5.25%,"1,333",70,71,1757,37.92319637,"1,153",626,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,10,2021
202,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,mb-330,Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,6,"2,219","20,070",5.07%,750,38,43,1757,35.77768514,710,806,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,10,2021
203,learn-dynamics.manage-order-fulfillment-inventory-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,mb-340,Manage order fulfillment and inventory in Dynamics 365 Commerce,2,232,"1,820",13.74%,131,18,18,1757,26.49425287,82,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,10,2021
204,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,mb-340,Manage customer engagement and shopping experience in Dynamics 365 Commerce,5,234,"2,005",11.49%,148,17,17,1757,20.9951567,80,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate,10,2021
205,learn-dynamics.get-started-dynamics-365-commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,mb-340,Get started with Dynamics 365 Commerce,4,"1,287","9,739",10.88%,763,83,77,1757,21.05639731,985,210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner,10,2021
206,learn-dynamics.configure-work-omnichannel-prequisites-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,mb-340,Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,4,314,"4,421",18.86%,175,33,33,1757,42.39543524,79,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,10,2021
207,learn-dynamics.configure-work-e-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,mb-340,Configure and work with e-Commerce in Dynamics 365 Commerce,2,203,"1,689",12.23%,139,17,19,1757,14.07101806,104,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,10,2021
208,learn-dynamics.configure-work-call-centers-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,mb-340,Configure and work with call centers in Dynamics 365 Commerce,2,132,651,11.11%,108,12,12,1757,5.839772727,82,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,10,2021
209,learn-dynamics.configure-use-pos-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,mb-340,Configure and use point of sale in Dynamics 365 Commerce,3,467,"3,103",9.24%,184,17,17,1757,22.2694147,105,327,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,10,2021
210,learn-dynamics.introduction-development,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,mb-400,Introduction to developing with Microsoft Power Platform,3,"3,264","13,006",3.45%,"2,724",94,97,1757,13.27824244,"4,017",111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate,10,2021
211,learn-dynamics.extend-power-platform-model-driven-apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,mb-400,Extending Microsoft Power Platform user experience Model Driven apps,3,"1,664","9,823",9.81%,530,52,49,1757,15.96646635,"1,519",118,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate,10,2021
212,learn-dynamics.extend-power-platform-common-data-service,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-common-data-service/,2,mb-400,Extending Microsoft Power Platform Microsoft Dataverse,2,746,"3,664",8.97%,446,40,48,1757,17.62088919,"1,733",123,learn-dynamics.extend-power-platform-common-data-service,developer,dynamics-365;power-platform;power-apps,intermediate,10,2021
213,learn-dynamics.introduction-develop-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,mb-500,Introduction to developing with Finance and Operations apps,8,"1,825","23,009",6.67%,"1,005",67,79,1757,42.5973242,"1,187",530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,10,2021
214,learn-dynamics.extending-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/extending-finance-operations/,3,mb-500,Extend Finance and Operations apps,3,"4,285","28,818",20.31%,384,78,90,1757,30.78655776,611,155,learn-dynamics.extending-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,intermediate,10,2021
