*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2416:25:26	5	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2414:01:50	1	"172.016.117.132"	2	"208.134.241.217"	4	"172.016.115.005"	2	"208.134.241.217"
1998-06-2414:03:54	1	"172.016.117.132"	3	"207.025.071.023"	6	"172.016.117.132"	3	"207.025.071.023"
1998-06-2414:37:31	1	"172.016.117.103"	2	"205.232.088.166"	3	"135.008.060.182"	2	"205.232.088.166"
1998-06-2411:18:54	1	"192.168.001.001"	1	"195.073.151.050"	2	"172.016.115.087"	1	"207.229.186.060"
1998-06-2413:28:13	4	"197.218.177.069"	3	"205.164.196.010"	7	"172.016.114.169"	5	"172.016.112.050"
1998-06-2413:25:19	1	"192.168.001.010"	3	"172.016.114.169"	12	"135.008.060.182"	3	"172.016.114.169"
1998-06-2408:41:19	1	"197.182.091.233"	1	"197.218.177.069"	2	"197.182.091.233"	1	"204.250.200.022"
1998-06-2409:09:00	1	"192.168.001.001"	3	"136.149.142.178"	3	"172.016.114.168"	3	"136.149.142.178"
1998-06-2410:43:01	4	"197.218.177.069"	1	"207.158.237.174"	4	"197.218.177.069"	4	"172.016.112.149"
1998-06-2418:12:49	5	"192.168.001.010"	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"
1998-06-2421:26:30	1	"172.016.117.103"	2	"205.200.037.091"	2	"172.016.117.103"	2	"205.200.037.091"
1998-06-2415:27:51	1	"196.227.033.189"	3	"205.181.112.066"	5	"172.016.114.148"	3	"205.181.112.066"
1998-06-2414:52:55	1	"172.016.117.132"	3	"209.025.045.061"	3	"172.016.117.052"	3	"209.025.045.061"
1998-06-2415:14:24	1	"196.037.075.158"	4	"207.025.071.027"	4	"194.007.248.153"	4	"207.025.071.027"
1998-06-2411:39:19	4	"197.218.177.069"	1	"172.016.114.050"	6	"197.218.177.069"	5	"172.016.114.169"
1998-06-2412:00:47	1	"172.016.114.169"	2	"172.016.112.207"	7	"135.008.060.182"	2	"203.018.051.047"
1998-06-2414:44:42	1	"172.016.117.132"	2	"204.096.116.009"	3	"172.016.114.148"	2	"204.096.116.009"
1998-06-2409:30:02	1	"172.016.116.194"	1	"135.008.060.182"	2	"172.016.116.194"	1	"209.166.168.020"
1998-06-2410:20:29	1	"172.016.114.168"	3	"194.027.251.021"	1	"192.168.001.010"	3	"194.027.251.021"
1998-06-2410:22:24	1	"194.027.251.021"	2	"195.115.218.108"	3	"172.016.112.050"	2	"195.115.218.108"
1998-06-2423:12:56	1	"172.016.115.087"	2	"207.240.140.100"	2	"172.016.115.087"	2	"207.240.140.100"
1998-06-2423:28:21	1	"192.168.001.005"	1	"192.168.001.005"	1	"192.168.001.005"	1	"209.117.195.118"
1998-06-2423:57:04	1	"172.016.116.194"	3	"207.121.190.172"	3	"172.016.116.194"	3	"207.121.190.172"
1998-06-2416:18:56	5	"197.218.177.069"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2418:52:38	3	"192.168.001.010"	1	"172.016.113.084"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2417:33:48	1	"172.016.115.234"	4	"192.168.001.010"	5	"172.016.112.020"	5	"192.168.001.010"
1998-06-2413:32:03	1	"172.016.113.204"	5	"209.160.040.166"	5	"172.016.117.132"	5	"209.160.040.166"
1998-06-2414:20:12	1	"172.016.117.111"	2	"208.215.239.071"	3	"194.027.251.021"	2	"208.215.239.071"
1998-06-2415:28:45	1	"192.168.001.001"	3	"198.253.187.003"	5	"172.016.115.005"	3	"198.253.187.003"
1998-06-2410:34:37	2	"172.016.118.020"	2	"207.025.071.145"	4	"172.016.116.201"	2	"207.025.071.145"
1998-06-2413:08:38	1	"192.168.001.005"	2	"207.178.060.131"	5	"135.013.216.191"	2	"207.178.060.131"
1998-06-2412:58:17	1	"192.168.001.005"	3	"207.025.071.027"	7	"172.016.114.169"	3	"207.025.071.027"
1998-06-2408:40:03	1	"172.016.114.207"	2	"197.218.177.069"	2	"172.016.114.207"	2	"197.218.177.069"
1998-06-2410:00:01	3	"172.016.114.148"	2	"194.007.248.153"	7	"172.016.114.148"	3	"195.073.151.050"
1998-06-2410:21:20	1	"192.168.001.010"	3	"192.168.001.010"	5	"172.016.112.020"	4	"192.168.001.010"
1998-06-2417:56:08	6	"192.168.001.010"	3	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"
1998-06-2418:30:44	1	"192.168.001.010"	4	"206.252.029.043"	5	"172.016.116.201"	4	"206.252.029.043"
1998-06-2423:04:36	1	"192.168.001.010"	2	"137.245.085.134"	2	"172.016.115.087"	2	"137.245.085.134"
1998-06-2416:09:33	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2416:45:18	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2417:04:58	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2414:00:38	1	"194.007.248.153"	2	"172.016.112.194"	6	"172.016.114.168"	2	"195.115.218.108"
1998-06-2414:34:33	1	"172.016.115.234"	2	"134.205.165.120"	9	"172.016.114.207"	2	"204.096.116.009"
1998-06-2415:11:13	1	"172.016.117.111"	4	"207.025.071.027"	4	"172.016.115.005"	4	"207.025.071.027"
1998-06-2413:22:59	1	"172.016.113.105"	4	"134.205.165.120"	5	"172.016.114.169"	4	"134.205.165.120"
1998-06-2413:19:41	1	"172.016.116.194"	3	"134.205.165.120"	3	"172.016.116.194"	3	"134.205.165.120"
1998-06-2413:59:39	4	"172.016.114.148"	2	"207.077.090.013"	8	"135.008.060.182"	4	"195.073.151.050"
1998-06-2410:52:59	1	"197.182.091.233"	3	"172.016.113.084"	7	"197.182.091.233"	3	"172.016.113.084"
1998-06-2411:16:43	22	"172.016.114.148"	2	"172.016.114.148"	22	"172.016.114.148"	22	"194.007.248.153"
1998-06-2413:02:00	1	"172.016.114.169"	2	"199.183.024.253"	3	"172.016.114.169"	2	"204.123.002.075"
1998-06-2408:28:30	1	"196.037.075.158"	4	"204.152.167.020"	4	"172.016.113.204"	4	"204.152.167.020"
1998-06-2410:03:48	10	"172.016.114.148"	2	"172.016.114.148"	10	"172.016.114.148"	6	"194.007.248.153"
1998-06-2410:25:33	4	"172.016.114.148"	8	"192.168.001.010"	9	"197.182.091.233"	8	"192.168.001.010"
1998-06-2416:59:39	4	"197.218.177.069"	6	"192.168.001.010"	8	"194.027.251.021"	6	"192.168.001.010"
1998-06-2416:37:18	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2412:53:40	6	"197.218.177.069"	2	"160.079.217.102"	6	"197.218.177.069"	6	"172.016.113.050"
1998-06-2415:37:32	2	"172.016.116.044"	3	"194.027.251.021"	6	"197.218.177.069"	3	"194.027.251.021"
1998-06-2415:02:00	1	"172.016.117.103"	2	"209.025.045.061"	4	"172.016.117.132"	2	"209.025.045.061"
1998-06-2410:51:55	19	"197.218.177.069"	1	"172.016.113.050"	19	"197.218.177.069"	19	"172.016.113.050"
1998-06-2411:27:54	1	"196.227.033.189"	1	"172.016.112.194"	4	"196.227.033.189"	1	"207.046.130.139"
1998-06-2411:29:34	1	"196.227.033.189"	1	"194.027.251.021"	2	"172.016.115.005"	1	"207.046.148.250"
1998-06-2408:58:07	1	"192.168.001.001"	2	"134.205.165.120"	2	"172.016.114.207"	2	"134.205.165.120"
1998-06-2409:20:30	1	"196.037.075.158"	2	"194.007.248.153"	2	"194.007.248.153"	2	"194.007.248.153"
1998-06-2410:11:57	1	"195.073.151.050"	3	"207.025.071.145"	6	"195.073.151.050"	3	"207.025.071.145"
1998-06-2418:10:29	4	"192.168.001.010"	2	"137.245.085.134"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2416:27:55	2	"172.016.116.044"	8	"192.168.001.010"	5	"172.016.116.044"	8	"192.168.001.010"
1998-06-2416:51:39	2	"172.016.116.044"	19	"192.168.001.010"	19	"172.016.116.044"	19	"192.168.001.010"
1998-06-2417:04:30	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:10:01	1	"196.037.075.158"	3	"192.168.001.010"	3	"172.016.117.111"	4	"192.168.001.010"
1998-06-2416:02:09	2	"172.016.116.044"	10	"192.168.001.010"	11	"172.016.116.044"	10	"192.168.001.010"
1998-06-2416:18:42	5	"197.218.177.069"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2413:28:30	4	"197.218.177.069"	2	"204.202.136.230"	4	"197.218.177.069"	5	"172.016.112.050"
1998-06-2413:59:11	4	"172.016.114.148"	2	"172.016.114.168"	10	"135.008.060.182"	4	"195.073.151.050"
1998-06-2414:54:36	1	"196.227.033.189"	3	"038.165.144.107"	4	"172.016.117.103"	3	"038.165.144.107"
1998-06-2412:09:41	1	"194.027.251.021"	3	"172.016.112.194"	6	"195.115.218.108"	3	"206.039.184.002"
1998-06-2412:17:47	18	"197.218.177.069"	4	"135.013.216.191"	18	"197.218.177.069"	18	"172.016.114.207"
1998-06-2413:28:31	4	"197.218.177.069"	2	"134.205.165.120"	4	"197.218.177.069"	5	"172.016.112.050"
1998-06-2410:32:21	1	"195.115.218.108"	1	"172.016.114.169"	2	"195.115.218.108"	2	"172.016.114.169"
1998-06-2411:43:55	1	"172.016.115.005"	1	"194.027.251.021"	2	"135.008.060.182"	1	"207.211.130.015"
1998-06-2411:47:56	1	"195.073.151.050"	1	"135.008.060.182"	3	"172.016.113.084"	1	"207.211.128.015"
1998-06-2416:29:07	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:05:47	1	"195.115.218.108"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2417:29:12	1	"195.115.218.108"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2415:35:24	2	"172.016.116.044"	5	"192.168.001.010"	10	"194.027.251.021"	5	"192.168.001.010"
1998-06-2416:06:05	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2415:56:53	2	"172.016.116.044"	17	"192.168.001.010"	17	"172.016.116.044"	17	"192.168.001.010"
1998-06-2413:46:11	1	"172.016.115.005"	2	"209.143.198.141"	5	"172.016.113.105"	2	"209.143.198.141"
1998-06-2413:53:46	1	"194.027.251.021"	3	"156.046.046.226"	7	"172.016.114.207"	3	"156.046.046.226"
1998-06-2415:54:50	6	"172.016.114.148"	2	"192.168.001.010"	6	"172.016.114.148"	6	"197.218.177.069"
1998-06-2410:08:46	1	"197.182.091.233"	3	"192.168.001.010"	4	"197.182.091.233"	3	"192.168.001.010"
1998-06-2412:45:12	1	"172.016.115.087"	2	"172.016.113.084"	6	"172.016.113.105"	3	"135.013.216.191"
1998-06-2413:23:27	1	"196.037.075.158"	3	"134.205.165.120"	4	"172.016.114.169"	3	"134.205.165.120"
1998-06-2418:35:43	1	"172.016.116.201"	1	"207.176.252.020"	1	"172.016.116.201"	1	"207.176.252.020"
1998-06-2423:55:05	1	"172.016.116.194"	3	"209.001.224.012"	3	"172.016.116.194"	3	"209.001.224.012"
1998-06-2415:34:20	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2415:24:22	24	"197.218.177.069"	1	"208.234.018.031"	24	"197.218.177.069"	24	"172.016.114.169"
1998-06-2416:35:38	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2413:47:29	1	"196.227.033.189"	2	"172.016.114.148"	7	"196.227.033.189"	2	"207.077.090.013"
1998-06-2413:44:42	1	"196.037.075.158"	2	"128.008.010.029"	4	"196.037.075.158"	2	"172.016.112.194"
1998-06-2413:59:58	3	"172.016.114.148"	2	"195.115.218.108"	5	"172.016.114.168"	3	"195.073.151.050"
1998-06-2412:22:58	24	"197.218.177.069"	1	"172.016.113.105"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2412:51:24	1	"172.016.114.168"	3	"207.077.090.013"	5	"172.016.114.168"	3	"207.077.090.013"
1998-06-2413:12:53	1	"172.016.117.132"	2	"207.025.071.145"	3	"172.016.115.005"	2	"207.025.071.145"
1998-06-2409:06:03	1	"172.016.117.103"	2	"136.149.142.178"	3	"172.016.117.103"	2	"136.149.142.178"
1998-06-2409:37:48	1	"172.016.114.148"	4	"207.121.190.172"	5	"172.016.117.103"	4	"207.121.190.172"
1998-06-2412:13:28	1	"172.016.114.207"	3	"196.227.033.189"	6	"135.013.216.191"	3	"196.227.033.189"
1998-06-2418:47:49	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2418:32:20	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2418:13:10	5	"192.168.001.010"	3	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"
1998-06-2417:24:29	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:40:51	2	"192.168.001.010"	8	"192.168.001.010"	7	"194.027.251.021"	8	"192.168.001.010"
1998-06-2416:59:41	5	"197.218.177.069"	6	"192.168.001.010"	8	"194.027.251.021"	6	"192.168.001.010"
1998-06-2413:53:41	1	"194.007.248.153"	3	"207.025.071.027"	5	"172.016.114.207"	3	"207.025.071.027"
1998-06-2416:05:55	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:50:03	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2412:53:18	21	"172.016.114.148"	1	"135.008.060.182"	21	"172.016.114.148"	21	"135.008.060.182"
1998-06-2412:59:12	1	"197.182.091.233"	2	"207.025.071.027"	2	"172.016.117.132"	2	"207.025.071.027"
1998-06-2413:27:10	1	"172.016.116.194"	3	"204.029.144.200"	4	"172.016.114.168"	3	"204.029.144.200"
1998-06-2410:50:34	1	"172.016.115.087"	1	"134.205.165.120"	1	"196.037.075.158"	1	"208.147.089.039"
1998-06-2410:55:16	3	"172.016.114.148"	1	"195.115.218.108"	3	"172.016.114.148"	3	"195.115.218.108"
1998-06-2411:15:41	1	"172.016.117.103"	3	"204.146.018.033"	6	"172.016.115.005"	3	"204.146.018.033"
1998-06-2418:04:40	3	"192.168.001.010"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2419:39:11	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2415:51:38	22	"172.016.114.148"	10	"192.168.001.010"	22	"172.016.114.148"	22	"196.037.075.158"
1998-06-2416:30:12	3	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"	8	"192.168.001.010"
1998-06-2418:28:14	1	"196.227.033.189"	2	"172.016.114.050"	2	"196.227.033.189"	2	"172.016.114.050"
1998-06-2414:15:41	1	"172.016.117.103"	1	"172.016.112.194"	3	"135.008.060.182"	2	"172.016.112.207"
1998-06-2415:42:26	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	11	"192.168.001.010"
1998-06-2415:39:52	16	"197.218.177.069"	3	"192.168.001.010"	16	"197.218.177.069"	17	"172.016.113.204"
1998-06-2412:54:17	3	"197.218.177.069"	1	"135.008.060.182"	4	"172.016.114.168"	3	"172.016.113.050"
1998-06-2413:17:51	1	"172.016.113.105"	4	"192.168.001.010"	4	"197.182.091.233"	4	"192.168.001.010"
1998-06-2413:52:37	1	"172.016.114.148"	3	"137.245.085.134"	4	"195.115.218.108"	3	"206.039.184.002"
1998-06-2408:36:53	1	"172.016.115.234"	9	"209.001.224.012"	10	"172.016.115.234"	9	"209.001.224.012"
1998-06-2410:34:55	2	"172.016.118.020"	2	"192.168.001.020"	3	"172.016.116.201"	2	"192.168.001.020"
1998-06-2410:47:52	1	"172.016.115.005"	1	"207.046.130.139"	6	"135.013.216.191"	1	"207.158.237.174"
1998-06-2416:54:37	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2418:27:10	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2415:35:02	2	"172.016.116.044"	5	"192.168.001.010"	10	"194.027.251.021"	5	"192.168.001.010"
1998-06-2416:09:38	4	"197.218.177.069"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2415:56:47	2	"172.016.116.044"	15	"192.168.001.010"	15	"172.016.116.044"	15	"192.168.001.010"
1998-06-2413:09:37	1	"172.016.113.204"	3	"207.025.071.178"	5	"172.016.113.204"	3	"207.025.071.178"
1998-06-2413:55:43	1	"172.016.115.005"	3	"172.016.112.194"	7	"172.016.114.168"	3	"194.027.251.021"
1998-06-2414:55:52	18	"197.218.177.069"	3	"192.168.001.010"	20	"197.218.177.069"	19	"172.016.112.207"
1998-06-2410:23:04	1	"197.218.177.069"	2	"172.016.114.207"	7	"135.013.216.191"	2	"172.016.114.207"
1998-06-2414:08:46	1	"192.168.001.001"	2	"209.020.130.037"	5	"172.016.117.132"	2	"209.020.130.037"
1998-06-2414:55:53	18	"197.218.177.069"	3	"192.168.001.010"	20	"197.218.177.069"	19	"172.016.112.207"
1998-06-2414:45:17	1	"172.016.115.005"	2	"172.016.114.169"	3	"194.027.251.021"	2	"172.016.114.169"
1998-06-2414:13:20	1	"172.016.117.103"	4	"137.245.085.134"	7	"172.016.117.132"	4	"207.025.071.145"
1998-06-2413:46:57	1	"194.027.251.021"	4	"207.077.090.013"	5	"172.016.113.105"	4	"207.077.090.013"
1998-06-2414:12:40	1	"197.182.091.233"	5	"137.245.085.134"	5	"172.016.117.132"	5	"137.245.085.134"
1998-06-2411:50:28	1	"172.016.115.005"	3	"204.152.167.020"	3	"172.016.115.005"	3	"204.152.167.020"
1998-06-2412:28:07	1	"192.168.001.001"	1	"192.168.001.005"	2	"172.016.114.168"	1	"204.071.200.074"
1998-06-2413:25:33	1	"172.016.113.204"	2	"172.016.113.105"	12	"135.008.060.182"	3	"172.016.113.105"
1998-06-2410:03:40	9	"172.016.114.148"	2	"198.233.040.006"	9	"172.016.114.148"	6	"194.007.248.153"
1998-06-2411:15:14	1	"196.227.033.189"	3	"204.146.018.033"	6	"172.016.115.005"	3	"204.146.018.033"
1998-06-2411:38:18	1	"172.016.115.087"	3	"192.150.012.103"	4	"172.016.115.005"	3	"192.150.012.103"
1998-06-2409:16:33	1	"172.016.117.103"	2	"204.162.080.136"	3	"172.016.113.105"	2	"204.162.080.136"
1998-06-2409:49:28	1	"172.016.112.194"	2	"135.013.216.191"	8	"172.016.112.149"	2	"135.013.216.191"
1998-06-2409:59:42	1	"172.016.117.103"	2	"194.007.248.153"	2	"172.016.117.103"	2	"206.196.133.098"
1998-06-2408:20:25	1	"172.016.113.204"	26	"205.181.112.065"	34	"172.016.113.204"	26	"205.181.112.065"
1998-06-2408:53:02	1	"197.218.177.069"	1	"140.147.248.009"	3	"172.016.114.207"	1	"204.162.156.013"
1998-06-2409:13:52	1	"172.016.116.194"	2	"167.008.029.016"	2	"172.016.116.194"	2	"167.008.029.016"
1998-06-2418:09:09	3	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2501:08:08	2	"192.168.001.010"	2	"192.168.001.020"	3	"192.168.001.010"	2	"192.168.001.020"
1998-06-2416:14:54	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2417:47:40	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2419:11:05	1	"192.168.001.010"	1	"204.071.177.201"	1	"192.168.001.010"	1	"204.071.177.201"
1998-06-2416:21:54	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2416:00:05	30	"197.218.177.069"	3	"204.029.144.200"	30	"197.218.177.069"	30	"172.016.114.207"
1998-06-2416:13:20	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2414:52:51	1	"172.016.116.201"	2	"209.185.102.232"	2	"172.016.117.132"	2	"209.185.102.232"
1998-06-2415:04:04	1	"197.182.091.233"	2	"172.016.113.105"	4	"197.182.091.233"	2	"172.016.113.105"
1998-06-2415:34:47	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2414:13:59	1	"172.016.117.132"	4	"128.192.252.005"	5	"172.016.114.168"	4	"128.192.252.005"
1998-06-2413:31:45	1	"172.016.115.005"	4	"209.160.040.166"	4	"172.016.117.132"	4	"209.160.040.166"
1998-06-2414:42:15	1	"172.016.117.111"	3	"131.084.001.034"	6	"172.016.115.005"	3	"131.084.001.034"
1998-06-2409:06:15	1	"197.218.177.069"	2	"136.149.142.178"	3	"172.016.117.103"	2	"136.149.142.178"
1998-06-2411:15:25	1	"194.007.248.153"	3	"204.146.018.033"	6	"172.016.115.005"	3	"204.146.018.033"
1998-06-2412:27:03	1	"172.016.115.087"	3	"172.016.114.169"	3	"196.227.033.189"	3	"172.016.114.207"
1998-06-2421:12:47	1	"172.016.117.103"	1	"128.120.134.002"	3	"172.016.117.103"	1	"206.246.241.132"
1998-06-2416:50:10	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2418:15:21	1	"192.168.001.010"	1	"172.016.116.044"	1	"192.168.001.010"	1	"204.152.167.020"
1998-06-2417:52:53	1	"172.016.116.201"	3	"192.074.137.005"	6	"172.016.116.201"	3	"192.074.137.005"
1998-06-2416:01:59	2	"172.016.116.044"	12	"192.168.001.010"	13	"172.016.116.044"	12	"192.168.001.010"
1998-06-2415:50:46	4	"172.016.114.148"	2	"192.168.001.010"	4	"172.016.114.148"	5	"196.037.075.158"
1998-06-2416:08:16	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2410:22:57	1	"196.227.033.189"	2	"172.016.114.207"	6	"135.013.216.191"	2	"172.016.114.207"
1998-06-2412:00:38	1	"172.016.114.148"	2	"203.018.051.047"	2	"172.016.114.169"	2	"203.018.051.047"
1998-06-2414:03:36	1	"172.016.117.052"	3	"207.025.071.090"	10	"172.016.117.132"	3	"207.025.071.090"
1998-06-2408:36:46	1	"172.016.115.234"	9	"209.001.224.012"	10	"172.016.115.234"	9	"209.001.224.012"
1998-06-2409:45:22	1	"172.016.114.148"	2	"198.011.057.054"	4	"135.013.216.191"	2	"198.011.057.054"
1998-06-2410:17:59	2	"197.218.177.069"	2	"205.216.163.092"	5	"196.227.033.189"	2	"207.046.148.250"
1998-06-2419:47:12	1	"192.168.001.010"	1	"192.168.001.010"	1	"192.168.001.010"	1	"192.168.001.010"
1998-06-2414:32:09	1	"172.016.115.005"	2	"134.205.165.120"	7	"135.013.216.191"	2	"172.016.113.050"
1998-06-2416:33:13	505	"197.182.091.233"	5	"197.182.091.233"	520	"197.182.091.233"	5	"197.182.091.233"
1998-06-2417:58:59	3	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2413:11:08	1	"197.218.177.069"	2	"195.067.049.012"	5	"197.218.177.069"	2	"207.025.071.145"
1998-06-2414:03:12	1	"172.016.117.111"	2	"209.001.224.012"	5	"172.016.117.132"	2	"209.001.224.012"
1998-06-2414:34:51	1	"172.016.117.132"	3	"204.096.116.009"	4	"172.016.114.207"	3	"204.096.116.009"
1998-06-2408:51:32	1	"197.218.177.069"	1	"207.025.071.145"	1	"197.218.177.069"	1	"207.032.088.029"
1998-06-2410:14:59	1	"194.027.251.021"	2	"205.216.163.092"	7	"194.027.251.021"	2	"205.216.163.092"
1998-06-2413:00:32	1	"172.016.114.169"	2	"160.079.217.102"	4	"172.016.114.168"	2	"199.183.024.253"
1998-06-2423:02:06	1	"172.016.115.087"	2	"129.048.028.013"	2	"192.168.001.010"	2	"192.168.001.020"
1998-06-2418:22:37	5	"192.168.001.010"	3	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"
1998-06-2501:56:32	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2416:32:34	103	"197.182.091.233"	4	"192.168.001.010"	106	"197.182.091.233"	5	"172.016.114.050"
1998-06-2417:45:25	1	"197.182.091.233"	2	"192.168.001.010"	2	"195.115.218.108"	2	"192.168.001.010"
1998-06-2416:48:59	6	"172.016.114.148"	5	"192.168.001.010"	6	"172.016.114.148"	6	"195.073.151.050"
1998-06-2416:21:33	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2415:49:55	1	"196.227.033.189"	2	"172.016.112.207"	4	"196.227.033.189"	3	"135.013.216.191"
1998-06-2416:23:20	3	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2415:23:13	14	"197.218.177.069"	2	"136.149.142.178"	14	"197.218.177.069"	14	"172.016.112.194"
1998-06-2414:47:59	1	"172.016.115.005"	2	"131.084.001.034"	4	"172.016.117.132"	2	"204.096.116.009"
1998-06-2415:14:44	1	"194.007.248.153"	4	"207.025.071.027"	4	"194.007.248.153"	4	"207.025.071.027"
1998-06-2413:25:54	1	"196.037.075.158"	5	"197.182.091.233"	10	"172.016.112.020"	5	"197.182.091.233"
1998-06-2414:04:23	1	"172.016.117.132"	3	"207.025.071.023"	3	"172.016.117.132"	3	"207.025.071.023"
1998-06-2415:00:32	18	"172.016.114.148"	2	"206.132.025.071"	18	"172.016.114.148"	14	"195.115.218.108"
1998-06-2412:10:22	6	"172.016.114.148"	4	"172.016.114.148"	11	"195.115.218.108"	9	"197.182.091.233"
1998-06-2412:33:47	1	"172.016.116.201"	1	"195.115.218.108"	2	"172.016.113.105"	1	"208.228.229.225"
1998-06-2412:51:28	1	"172.016.114.168"	2	"169.132.014.002"	4	"172.016.114.168"	2	"207.077.090.013"
1998-06-2408:59:41	13	"197.218.177.069"	1	"207.068.137.069"	13	"197.218.177.069"	13	"172.016.112.207"
1998-06-2409:03:42	3	"197.218.177.069"	2	"172.016.112.207"	6	"196.037.075.158"	5	"172.016.114.168"
1998-06-2410:02:02	10	"197.218.177.069"	1	"172.016.114.169"	10	"197.218.177.069"	10	"172.016.114.169"
1998-06-2417:45:18	1	"172.016.116.201"	2	"192.168.001.010"	2	"172.016.116.201"	2	"192.168.001.010"
1998-06-2417:58:29	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2423:16:27	1	"172.016.115.005"	1	"167.008.029.016"	1	"172.016.115.005"	1	"167.008.029.016"
1998-06-2415:49:16	1	"172.016.116.194"	2	"208.194.115.053"	5	"172.016.114.148"	2	"208.194.115.053"
1998-06-2416:25:34	5	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2416:49:53	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2413:40:15	1	"172.016.114.050"	1	"204.123.002.107"	3	"172.016.113.105"	1	"209.160.040.166"
1998-06-2413:34:00	1	"172.016.114.169"	2	"205.231.210.013"	2	"172.016.117.132"	2	"205.231.210.013"
